Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_SVM
FDR20,OUT013,1677.5289909393935
FDC51,OUT018,1794.3064720063815
FDB16,OUT027,1705.8338326043427
FDE40,OUT049,1665.6787183189151
NCM17,OUT035,1633.3025940045245
FDU56,OUT035,1883.6085530114494
FDS32,OUT019,1810.0587473963046
FDX02,OUT049,1838.551559475766
FDT39,OUT027,1839.2845964645037
FDE35,OUT017,1671.513935079568
NCI42,OUT019,1824.868379309645
DRL23,OUT046,1749.6744355123017
FDA10,OUT046,1794.3019746871137
FDA11,OUT013,1725.5188933198144
NCM06,OUT046,1821.0626191656584
NCT05,OUT035,1862.176352087934
NCQ02,OUT010,1884.2758963412684
NCY06,OUT049,1797.57360648122
FDY56,OUT035,1836.4811332964152
FDL02,OUT035,1755.9074213932136
NCI06,OUT035,1885.7398329907423
FDQ14,OUT045,1838.195990776781
FDQ12,OUT017,1859.1891314926502
FDP36,OUT046,1599.4492455076772
FDK21,OUT027,1862.929022563172
FDO40,OUT045,1839.5884023201577
NCK54,OUT019,1779.5765695437012
FDY09,OUT018,1887.885086702631
NCW30,OUT049,1827.9611663019825
NCC55,OUT027,1609.9339404977973
FDE58,OUT018,1786.826374286442
FDR39,OUT013,1850.0827106804545
FDU28,OUT049,1859.5603135086608
FDH08,OUT017,1842.4361160132435
FDG35,OUT045,1830.938208694557
FDG22,OUT049,1672.473661411273
FDC34,OUT035,1842.5385947891548
FDP15,OUT018,1870.337327783313
FDK34,OUT010,1855.1117425561713
FDU45,OUT035,1783.420322518764
FDQ04,OUT027,1565.6993626461563
FDX22,OUT018,1822.6361682276065
FDB45,OUT017,1758.1985258650977
NCH43,OUT027,1835.3900148416442
DRE60,OUT046,1840.749549753941
FDD17,OUT027,1859.587273973959
NCM54,OUT017,1797.6829637995236
NCH55,OUT013,1797.3135773168215
NCT06,OUT017,1838.9490573737526
FDA48,OUT027,1845.1816265459513
FDY58,OUT027,1857.137107343819
FDO25,OUT045,1825.4619443890101
FDN50,OUT045,1731.2744203723914
FDH35,OUT035,1831.9038768524958
FDK09,OUT045,1849.342407304053
FDO16,OUT013,1741.7058492004576
FDW11,OUT045,1689.051590829301
FDU47,OUT027,1816.958233187224
NCQ42,OUT010,1789.826369171845
FDK55,OUT027,1716.9526924241861
FDN08,OUT049,1773.7570547169898
FDT57,OUT045,1858.1051703186165
FDJ12,OUT018,1823.2311434181083
DRL59,OUT017,1640.00075377186
NCN53,OUT046,1710.9687580396862
FDO51,OUT010,1659.598816133864
FDK56,OUT017,1888.0696295053847
FDY12,OUT035,1618.211609768857
FDU15,OUT035,1605.1476983100545
FDQ19,OUT046,1827.8568904314577
DRF15,OUT045,1833.3678452722274
DRE25,OUT019,1722.2188802414908
FDK57,OUT018,1786.3815421760748
FDD33,OUT010,1857.4196525076977
FDR34,OUT027,1857.8889272045403
FDU04,OUT045,1792.2075411904634
FDE35,OUT019,1657.3938735011955
NCD31,OUT035,1850.4993666915614
FDJ56,OUT035,1742.8983723046658
NCU53,OUT046,1820.9884349476226
FDD39,OUT035,1831.3406272016312
NCU17,OUT019,1740.9016756748838
FDJ20,OUT046,1793.8766073569832
NCW41,OUT018,1832.2234825143564
FDL52,OUT035,1660.8336086344596
FDS39,OUT035,1817.8725179686035
DRJ47,OUT045,1858.5912734423869
FDP13,OUT010,1625.596384501288
DRK39,OUT010,1730.8513058762353
FDF28,OUT010,1795.1777590060515
FDB09,OUT045,1799.6722721912888
FDM51,OUT046,1742.498408797029
DRM49,OUT018,1679.8958544639017
DRF23,OUT013,1823.256007755815
DRH01,OUT035,1861.820522313731
FDH12,OUT027,1750.220311030384
FDA28,OUT019,1788.9053190743502
FDW37,OUT018,1724.8263954278073
FDF02,OUT046,1743.6138026342571
DRL37,OUT046,1579.27826882471
NCF43,OUT046,1818.38320457985
FDH08,OUT010,1837.3322743718447
FDR34,OUT019,1848.8896405658552
NCK19,OUT049,1873.603175250931
NCD55,OUT018,1564.5561050638557
FDT27,OUT049,1857.6436996033667
FDQ57,OUT045,1837.7124735389039
FDA47,OUT035,1845.762028853629
DRG15,OUT027,1690.821389212263
FDE05,OUT018,1836.571531909267
FDN46,OUT046,1748.098927232076
FDX27,OUT027,1734.4187345201144
FDT51,OUT045,1755.511760501117
FDU33,OUT013,1640.3465719389449
FDJ16,OUT027,1647.0521084794805
FDD20,OUT019,1787.6518363470593
FDT36,OUT049,1657.1766547732282
DRF15,OUT027,1838.93101031784
FDN52,OUT010,1705.5184885590384
FDC22,OUT027,1896.2076396619607
FDX15,OUT045,1839.129297005753
FDT13,OUT013,1890.5740918744657
FDU04,OUT017,1792.490150157287
FDU31,OUT019,1828.1001011122748
FDW59,OUT027,1703.9530789908476
NCO29,OUT046,1851.7102142085575
FDL15,OUT035,1834.2552642341955
FDI41,OUT049,1828.149096466709
FDQ48,OUT049,1743.15671822431
DRI39,OUT013,1626.907079424461
FDI08,OUT013,1843.5878409572945
FDC21,OUT049,1752.5023543085015
FDF58,OUT035,1675.3583220372457
FDS08,OUT010,1830.1173174568955
FDE47,OUT045,1800.5178786855165
NCP18,OUT019,1823.405682157284
NCR41,OUT013,1740.2925922721404
FDA27,OUT013,1834.8240789220051
FDA43,OUT035,1885.7297323453263
FDA49,OUT045,1729.3269785919545
NCE55,OUT018,1866.7837902225717
DRM49,OUT027,1579.2327431841218
FDF22,OUT027,1835.891741296908
FDQ15,OUT018,1748.137658175119
NCS54,OUT017,1898.5164920826046
NCY05,OUT013,1605.2987959377676
FDR45,OUT046,1850.6143777684051
FDK57,OUT049,1792.7356351197361
FDF41,OUT010,1852.6342176243463
FDV21,OUT046,1793.2487567566416
FDD51,OUT046,1574.901054865045
FDF33,OUT046,1754.767438570752
FDA38,OUT046,1811.1153255766062
FDR56,OUT045,1879.586270964634
NCN41,OUT017,1799.2189158403355
FDC60,OUT027,1711.7672547378106
FDB47,OUT045,1827.2002652816636
DRH01,OUT013,1866.9372488816925
FDW08,OUT046,1741.7347250001521
FDF38,OUT027,1566.1799853540874
FDY32,OUT017,1834.4071073809391
FDG34,OUT049,1750.7854788805987
FDG47,OUT019,1855.8720646936274
NCF18,OUT035,1864.8279899659924
FDL39,OUT019,1882.1698227516495
NCH55,OUT035,1797.2808070878532
DRJ35,OUT049,1664.3381445200541
FDS44,OUT035,1857.175746073561
DRE01,OUT018,1842.792343357197
FDY39,OUT013,1837.307485818668
FDY32,OUT018,1830.2445585656537
FDR33,OUT027,1764.8463141944883
NCP50,OUT049,1722.1248686534925
FDZ47,OUT018,1752.5213438219369
FDU57,OUT049,1829.2741707780158
FDY44,OUT013,1888.1810920502112
DRH59,OUT018,1737.3149534755441
FDB03,OUT027,1856.9449483571377
FDY46,OUT045,1867.6763831643686
FDM39,OUT045,1843.0229374737742
FDY36,OUT035,1721.5597381496696
NCM55,OUT035,1888.7430374562146
FDJ50,OUT010,1636.1844298892238
DRL60,OUT013,1830.498142468551
NCJ54,OUT049,1851.447117710797
FDX59,OUT017,1654.655521786717
FDI07,OUT013,1859.9435283884604
DRF51,OUT010,1588.7278120699564
FDM14,OUT017,1750.8911704119882
FDP21,OUT045,1867.132929701995
FDE40,OUT035,1694.848496618765
FDE05,OUT035,1839.99131599122
FDM13,OUT027,1795.8896073805174
FDC34,OUT027,1846.2451392035473
NCI55,OUT018,1794.6644841924362
NCE43,OUT018,1872.1074314684981
FDW58,OUT018,1757.3674730163912
FDG60,OUT045,1827.5936623059847
FDV31,OUT017,1886.4046182984112
FDR47,OUT013,1862.785250361028
FDM60,OUT019,1565.8894609434842
NCF06,OUT018,1831.9982658906486
NCN26,OUT027,1790.8930757644896
FDQ59,OUT049,1696.6713862430815
FDF09,OUT046,1676.6670832078955
NCS06,OUT017,1832.5220633501626
FDT44,OUT046,1790.6771347214167
FDI19,OUT017,1851.0490454363146
FDT22,OUT017,1648.776035550264
NCF54,OUT027,1887.248081146432
DRG25,OUT045,1886.3346101798434
FDB59,OUT017,1850.280502317343
FDQ37,OUT017,1839.5931134009004
FDP56,OUT035,1630.714880561682
FDW44,OUT035,1877.7249161520963
FDJ26,OUT010,1830.0091173833505
FDU43,OUT018,1831.187970909282
FDW33,OUT045,1746.3015448635763
NCX53,OUT027,1833.2068135946408
FDN56,OUT010,1822.7684487886304
DRF15,OUT049,1831.272354347383
FDO33,OUT017,1779.1545071095354
FDZ39,OUT010,1753.0618722072893
NCJ19,OUT017,1679.6877364155368
FDU01,OUT035,1852.489502661454
FDT12,OUT035,1828.7236449748277
NCM18,OUT018,1676.6547020326766
FDP19,OUT017,1793.3182989112183
NCR42,OUT049,1682.5009081390394
FDN10,OUT046,1786.2976247807333
FDG44,OUT017,1681.1667881246426
FDQ10,OUT046,1886.8446989819854
DRH13,OUT049,1749.9832221044128
FDT52,OUT013,1845.9927645737562
FDM56,OUT045,1756.0455893720905
NCO43,OUT010,1757.7008777202184
NCV29,OUT035,1892.7547191202336
NCF06,OUT013,1834.080585955393
FDO50,OUT035,1716.7652658790155
FDT59,OUT013,1857.9435357361244
FDX40,OUT027,1598.437927666894
FDE50,OUT017,1856.836409129724
FDX51,OUT017,1869.0866209982391
NCD30,OUT018,1748.7446860087534
FDK15,OUT013,1743.9421102705307
FDL12,OUT045,1674.169872217117
FDK46,OUT017,1859.93585806364
DRH49,OUT010,1743.7617267511143
FDQ57,OUT046,1835.40587278718
FDY59,OUT017,1717.3252494812962
FDO09,OUT018,1861.1557892802389
NCG30,OUT035,1792.906366320708
FDM09,OUT017,1874.9728021509682
NCN17,OUT027,1753.2771623967426
NCS42,OUT013,1713.115478432674
FDD02,OUT019,1778.1223782138727
FDE34,OUT013,1875.9254000360038
FDU38,OUT045,1894.7492356721657
FDB33,OUT046,1834.9510326060795
NCJ29,OUT017,1701.1935541787252
FDZ27,OUT035,1636.134114381004
FDI40,OUT013,1744.9065870578818
FDG22,OUT013,1639.0024345284155
FDT51,OUT017,1757.2568034512449
FDF20,OUT018,1865.6265175374213
FDV50,OUT035,1797.650994786838
FDT02,OUT049,1596.6088998152327
DRC49,OUT017,1837.1236342765192
FDF26,OUT049,1824.506672037872
FDV52,OUT035,1789.5543993215554
FDX59,OUT049,1626.193893555928
FDV25,OUT035,1823.1218296407046
FDW23,OUT027,1565.0762319228058
FDE53,OUT018,1746.2614768734843
FDA19,OUT017,1785.416684808639
FDH22,OUT046,1791.2067972556813
NCO41,OUT013,1744.6538269790685
FDX12,OUT017,1837.778447113904
FDF17,OUT013,1826.8981033517719
FDS11,OUT045,1832.1909021783142
FDR51,OUT035,1835.5697701257136
FDT49,OUT010,1754.7208359367412
FDC56,OUT013,1788.0243706987148
FDR13,OUT027,1788.9634759465755
FDQ60,OUT035,1790.5871457275296
FDN38,OUT049,1830.0540960425321
NCL29,OUT013,1834.3864801115278
FDO13,OUT027,1857.9247480568708
FDE26,OUT018,1831.6818270718127
FDA31,OUT010,1848.8590235996824
FDX14,OUT035,1716.665834986515
FDA34,OUT045,1899.0282347737884
FDF26,OUT013,1821.251245473592
FDE38,OUT045,1833.3839288613187
DRI11,OUT046,1765.0838072103036
FDQ60,OUT027,1794.43365239288
FDL21,OUT027,1564.5550575185343
DRC12,OUT027,1893.5463460249925
FDC47,OUT046,1846.76419679404
FDE57,OUT045,1813.3951972913114
FDT14,OUT045,1792.2659834303056
NCZ53,OUT046,1878.5307940700693
FDE28,OUT018,1850.6533082508852
FDR19,OUT035,1834.2389926125734
NCF54,OUT019,1879.8854663809666
FDZ08,OUT046,1694.9880841366642
NCJ05,OUT018,1829.1610323319283
FDF59,OUT046,1793.60717696735
NCO05,OUT035,1747.973323545721
FDW24,OUT018,1663.5364225409735
NCX42,OUT018,1828.0302535150206
NCA53,OUT035,1599.0224612310735
FDI45,OUT019,1883.701966606758
FDG46,OUT046,1763.2754504307766
FDM20,OUT010,1844.7228900860812
FDW11,OUT010,1666.8401653234905
FDX08,OUT035,1899.0451752052875
NCK17,OUT035,1573.2951417562767
FDK32,OUT018,1835.989574012207
NCA42,OUT035,1825.921864342183
DRI01,OUT035,1857.5360950583483
NCL55,OUT049,1863.5642776282032
DRE25,OUT018,1734.8769486863737
FDD14,OUT017,1849.7628363543201
FDB10,OUT046,1846.9838359974337
DRN11,OUT035,1835.1814385681112
FDP38,OUT018,1609.3133554426668
NCA30,OUT017,1860.5408378748434
FDT15,OUT017,1894.943108061112
NCP55,OUT018,1639.8880555186113
FDF12,OUT035,1837.6061179196315
FDM21,OUT018,1838.4558771547972
FDX56,OUT035,1814.6408160780293
FDF10,OUT017,1840.916699652662
FDT32,OUT045,1860.005114518438
FDM51,OUT018,1746.4062298080244
NCR50,OUT018,1822.068054060873
FDI19,OUT049,1852.3630469557654
FDX21,OUT017,1755.9426424928372
FDR31,OUT035,1831.9660690886142
FDY02,OUT013,1851.719562644349
NCA29,OUT045,1881.2341641247217
NCX17,OUT046,1817.8805659792113
FDM12,OUT045,1879.2791948219242
FDI53,OUT027,1851.567531860713
NCU30,OUT049,1818.8556361817646
FDC56,OUT027,1800.5259468459499
FDK27,OUT018,1794.8302730631963
NCK18,OUT017,1854.4307484914095
FDB52,OUT019,1862.9901275181082
DRG25,OUT027,1892.8258146092412
FDZ13,OUT049,1647.7904505924516
FDB57,OUT019,1838.3825267906748
FDR40,OUT046,1705.2642234941372
NCO14,OUT019,1574.0301547429567
NCN19,OUT045,1894.8408062717183
FDQ28,OUT019,1827.0658754113012
FDO13,OUT018,1836.5745286916424
FDK48,OUT013,1742.8232109025764
FDU07,OUT018,1834.1187058572418
FDW20,OUT046,1793.6591041484994
FDV12,OUT010,1741.7260446196938
FDH24,OUT013,1817.5590602346163
FDV59,OUT049,1836.5381991750714
FDK57,OUT045,1791.4223808946674
FDL16,OUT027,1565.641308927462
NCQ17,OUT046,1831.5408314370857
FDJ15,OUT018,1890.2412954462932
FDX24,OUT049,1715.947673346557
FDT47,OUT046,1739.269585380767
FDT10,OUT049,1679.4493703342368
FDZ37,OUT018,1709.231875155973
FDW43,OUT027,1859.4518980221728
DRN36,OUT017,1737.3009911740958
FDJ14,OUT045,1703.5276825982914
FDA32,OUT013,1836.9651257369126
FDJ38,OUT019,1877.684771654061
FDQ57,OUT017,1838.4547151897934
NCQ41,OUT019,1876.6170812021705
FDG56,OUT049,1646.466769493747
DRC13,OUT027,1801.7107757361136
FDV55,OUT035,1829.0481439115758
FDQ49,OUT045,1823.2681345067924
FDE29,OUT010,1670.262475598161
FDR03,OUT013,1818.2645071508032
FDD45,OUT049,1714.1884355428726
FDN38,OUT010,1826.783725045985
FDT56,OUT046,1652.9787807460166
FDT48,OUT045,1813.1370322017374
FDU03,OUT049,1870.7385570829265
FDC56,OUT010,1780.839090223628
NCO43,OUT027,1752.4964357820577
FDQ27,OUT017,1760.452736784511
FDR03,OUT046,1818.0746099825628
DRH23,OUT010,1627.3683838761542
FDG22,OUT045,1630.7014074790234
NCJ42,OUT013,1755.190504269704
FDR24,OUT046,1716.5277637040865
FDW60,OUT035,1834.0624028478023
FDJ08,OUT013,1892.6383056987036
DRL59,OUT018,1645.786189422228
FDG60,OUT010,1823.0576047361633
FDW27,OUT017,1817.511992109926
FDX14,OUT018,1708.2050282303637
FDC20,OUT013,1625.6128202640962
NCS29,OUT018,1840.240479811404
FDJ56,OUT046,1741.1540851791049
FDB20,OUT019,1707.4598249203189
FDL28,OUT027,1857.9526990243994
FDW01,OUT018,1837.4180377977173
FDL03,OUT046,1837.3852331114947
FDX22,OUT049,1822.9980025719092
FDJ21,OUT035,1832.5467397856905
FDR31,OUT045,1832.781451426514
FDG21,OUT035,1835.1929863310886
FDS22,OUT027,1559.2207864320392
FDK08,OUT035,1739.9390403551247
FDE17,OUT018,1822.269661977529
NCN30,OUT017,1736.3386097841224
FDT50,OUT046,1734.3643146667737
NCX42,OUT049,1826.2947484712422
FDJ12,OUT035,1825.1135225969379
NCA18,OUT027,1791.8832708602613
FDP23,OUT019,1829.7745278888974
FDX12,OUT013,1835.313635141452
FDN40,OUT018,1816.8801650238108
FDV48,OUT035,1724.2293548748157
NCY54,OUT013,1865.7464521908246
FDL16,OUT010,1568.6679616896886
FDR45,OUT018,1851.127636831685
FDJ52,OUT046,1827.869120241248
DRG01,OUT017,1711.1982573962794
FDP52,OUT013,1834.222175519747
FDU58,OUT017,1857.6352544999795
FDL02,OUT045,1754.0923860999135
FDG28,OUT013,1843.1520047441836
FDA19,OUT035,1786.8393670493272
FDW46,OUT027,1727.8428667414737
NCD43,OUT049,1748.1630924436074
DRG39,OUT013,1612.9148062578008
NCF55,OUT049,1677.2153291459704
FDJ07,OUT046,1780.7882089207067
FDE08,OUT046,1830.3070458734687
FDP56,OUT019,1592.3373769187756
FDT45,OUT045,1625.3602702386302
FDF17,OUT018,1831.6308516218016
FDX44,OUT046,1699.4064153321629
FDM28,OUT027,1903.522956700751
FDI36,OUT049,1871.7799637178036
FDS07,OUT045,1780.0794719781932
FDD36,OUT045,1790.5788397948677
FDW11,OUT046,1652.1785285362123
FDN40,OUT049,1817.262306224922
NCQ18,OUT049,1741.40260195401
NCQ54,OUT017,1838.1636048218325
NCS42,OUT045,1715.1911966840808
DRH39,OUT010,1756.3514760963126
FDC09,OUT027,1752.112265944777
FDT08,OUT010,1833.8001262875734
FDC08,OUT035,1823.543407128936
FDT20,OUT017,1589.8086676422745
FDS35,OUT035,1702.1136867375453
FDX58,OUT018,1897.7163154758664
FDW58,OUT046,1758.6499251381706
DRD27,OUT046,1747.4647808754223
FDH32,OUT019,1738.0133905653024
FDS26,OUT035,1824.2355102700017
FDQ31,OUT046,1725.145622407854
FDP11,OUT018,1835.2259419516417
FDD58,OUT017,1740.5889747153153
FDM33,OUT045,1837.989079818184
FDZ16,OUT049,1868.8351469080314
NCS29,OUT010,1830.3919394813745
NCM18,OUT019,1656.7972338151149
FDP11,OUT049,1836.4306105910257
NCC42,OUT017,1821.180969916089
DRM23,OUT046,1867.5440409578791
NCN55,OUT027,1856.9626904699703
FDK46,OUT013,1857.7190622370838
FDR01,OUT046,1820.3586547486282
NCA05,OUT045,1820.5949336569302
NCP43,OUT017,1875.0171508006038
FDR12,OUT010,1877.858304864673
FDQ01,OUT013,1842.107312726399
FDM13,OUT046,1784.986028020388
FDQ19,OUT017,1829.649725381612
FDK56,OUT019,1879.2964758708636
NCX06,OUT010,1867.8433868287157
FDO56,OUT027,1795.340976245496
FDU45,OUT045,1768.2764119874328
FDI16,OUT019,1618.4702239173394
FDL32,OUT046,1768.3233336310177
FDA07,OUT046,1792.9872285670274
FDA14,OUT045,1842.4514120436681
FDV46,OUT027,1814.994497700861
NCO07,OUT035,1831.8866990586412
NCP41,OUT046,1744.46051429548
FDY60,OUT018,1821.3368716077443
FDN38,OUT017,1830.6275491900417
FDO15,OUT046,1731.2255308399003
FDT60,OUT013,1796.8895836155027
FDA55,OUT035,1832.2421038311716
FDE02,OUT010,1723.060149215957
DRJ39,OUT049,1815.4521249957177
FDV34,OUT035,1730.9848210357584
FDS20,OUT027,1896.2480254437419
FDF02,OUT027,1751.5048941901207
FDW40,OUT017,1833.989811918572
NCB43,OUT046,1847.424594500677
FDR58,OUT017,1716.7223563418145
DRJ59,OUT035,1568.1472887193772
NCD30,OUT017,1748.9554683110618
FDE14,OUT017,1743.418126980227
FDC28,OUT018,1753.3754698048838
FDU16,OUT018,1732.661817959294
NCD19,OUT035,1645.8918853394066
FDU21,OUT046,1612.0724959010477
FDV59,OUT027,1838.3485108956106
FDU03,OUT045,1872.9694184816574
FDC33,OUT010,1845.829954921462
NCR42,OUT035,1651.1101393356048
DRH59,OUT035,1727.9820124881542
NCM31,OUT035,1820.2943875096826
FDS50,OUT035,1832.2071458048383
FDP39,OUT046,1599.6688684785806
FDQ55,OUT013,1787.827966585972
FDV36,OUT019,1788.7963622559344
FDI05,OUT027,1714.191162626129
FDS45,OUT027,1752.0534631697813
FDA39,OUT045,1660.8618183522958
FDC37,OUT010,1743.6028511430893
FDJ60,OUT027,1865.340788249943
DRQ35,OUT046,1792.0971701731273
NCJ06,OUT046,1792.692875004988
NCY42,OUT018,1827.243885022877
DRM37,OUT049,1873.6561770117587
FDR14,OUT045,1595.0037484602658
FDE51,OUT049,1676.2105677407167
FDT33,OUT017,1842.9264472312866
FDR08,OUT013,1767.3523185804245
FDE36,OUT010,1814.7615409977302
FDL22,OUT019,1709.9032556830784
FDR44,OUT013,1784.5858085095372
FDI56,OUT019,1706.452311561155
FDE47,OUT010,1795.14550518734
FDV27,OUT010,1711.6419859633506
FDV10,OUT049,1631.4441451931457
FDC40,OUT045,1712.0354242001617
NCX41,OUT013,1819.9706520334732
NCQ38,OUT027,1750.8679786748212
FDV12,OUT027,1752.642843113065
FDE52,OUT017,1700.9716309963246
FDG20,OUT027,1901.9639350704167
FDV16,OUT027,1647.7154045967557
FDI32,OUT017,1776.515477195702
FDJ32,OUT049,1666.278039533086
FDN39,OUT018,1831.8930506045976
FDY34,OUT017,1864.066929205409
FDC14,OUT035,1565.1869507302272
FDA55,OUT017,1834.827353075752
FDZ50,OUT010,1891.2078341617369
DRG13,OUT049,1835.5359787022956
FDP01,OUT013,1821.0571456171026
NCG54,OUT017,1895.158900714237
FDM13,OUT045,1784.4990060943571
NCO18,OUT027,1899.6735630378907
NCW41,OUT013,1833.8642540029755
FDM52,OUT027,1845.1759287007287
NCF55,OUT035,1685.7510781693447
FDT09,OUT046,1796.0315544156156
NCM19,OUT035,1754.4002563737686
FDW12,OUT018,1834.668010148541
FDP15,OUT019,1863.0671270802038
FDK36,OUT045,1651.3991564410092
FDZ25,OUT035,1876.6216924582184
NCW06,OUT049,1879.6127188245287
FDW60,OUT046,1830.1932686214504
DRC49,OUT013,1836.5698807583944
NCT17,OUT035,1887.4376862794638
NCN06,OUT018,1839.1524552662688
FDC45,OUT013,1860.874892515934
DRJ47,OUT019,1873.3055689539929
NCF06,OUT045,1834.125725599285
FDE21,OUT010,1783.6024982671079
DRG27,OUT013,1608.7606184835272
FDW40,OUT049,1822.2954160107765
NCO53,OUT046,1882.0780753162624
FDE23,OUT049,1613.9098536786644
FDQ16,OUT046,1754.9895114349488
FDS26,OUT045,1834.9707354097836
FDZ13,OUT010,1642.2879049547912
FDS14,OUT049,1824.0495395632065
FDC10,OUT045,1787.0845278376864
FDY16,OUT049,1871.6895877056434
FDJ20,OUT035,1792.5436124946145
FDV43,OUT035,1579.5333204516912
FDZ32,OUT027,1751.1549715571014
FDR23,OUT046,1881.1546508745053
FDN24,OUT035,1607.4384143560842
FDE34,OUT027,1901.4894443083174
FDU31,OUT013,1836.5271577460892
FDW33,OUT018,1748.2104571660223
FDU26,OUT046,1788.6947808521077
FDE20,OUT027,1883.6471151840888
NCW05,OUT035,1757.4481238419514
FDB22,OUT018,1827.1819015430033
FDO56,OUT046,1776.1624547145666
FDA19,OUT027,1797.0996478510028
DRI39,OUT045,1622.577349247802
FDH52,OUT018,1664.099276926283
FDZ50,OUT035,1896.386422530146
NCN42,OUT035,1820.1048804608774
FDB53,OUT013,1841.9781679879095
DRG11,OUT017,1760.0207828893879
DRK11,OUT027,1840.1003978691253
FDQ60,OUT017,1793.9247397153397
FDT36,OUT017,1644.7117244838582
DRG25,OUT018,1881.6528610253565
DRJ23,OUT046,1861.5408150822193
FDG05,OUT035,1842.2739955604798
NCK06,OUT018,1789.4313333226737
FDU52,OUT017,1827.247926000001
FDW07,OUT018,1717.9336029927003
NCM17,OUT045,1632.4401181606295
FDA22,OUT045,1847.975745006913
NCA41,OUT018,1870.180582365259
FDF38,OUT035,1563.917424501624
FDH52,OUT046,1680.7928334205008
FDY58,OUT019,1840.7199916984084
FDZ16,OUT045,1871.473698315487
NCM18,OUT017,1669.0507371726833
FDA22,OUT018,1838.127680399939
NCJ43,OUT035,1846.207010679255
FDI34,OUT027,1860.8163744663757
FDG56,OUT046,1660.6135601307808
FDS34,OUT046,1781.309628797398
DRC01,OUT035,1687.5784199531026
FDQ04,OUT035,1660.2342933292136
FDK04,OUT035,1671.828165195961
FDT51,OUT049,1752.8380746277487
FDV26,OUT017,1837.6222482494168
FDS04,OUT049,1818.9810127582264
FDW43,OUT018,1818.6812418502327
FDQ28,OUT010,1834.6346851400344
NCK06,OUT017,1791.5700238043983
FDS23,OUT018,1785.04515325201
FDZ36,OUT019,1877.657033228677
FDE56,OUT018,1699.8989261599854
FDW10,OUT027,1902.0159617368158
NCN14,OUT045,1862.4136309084759
NCQ18,OUT045,1742.7524165540167
FDW08,OUT017,1743.4092957770172
FDU43,OUT035,1833.2114903329204
FDR33,OUT010,1753.9450167013524
FDM24,OUT010,1818.9654038250587
NCZ05,OUT046,1749.282841825336
NCV41,OUT035,1765.8253182128033
FDV11,OUT018,1875.0837885265685
NCY05,OUT035,1593.4615304034817
FDV44,OUT018,1872.2344400615923
FDW32,OUT049,1724.1636230264983
NCU18,OUT027,1832.3511121185095
NCC43,OUT035,1836.6699173748643
FDW19,OUT013,1759.3141996171516
FDN31,OUT035,1894.0174230765454
FDI48,OUT045,1591.3721300920533
FDS24,OUT017,1736.095070241469
FDF46,OUT049,1769.5142645832805
DRG23,OUT017,1833.266884722216
FDG14,OUT018,1830.9988456710514
NCY30,OUT049,1848.4559437524251
FDO28,OUT018,1791.1230103886082
DRD24,OUT035,1825.3477378081002
FDI33,OUT049,1711.9500779545128
FDN32,OUT046,1875.9538179648525
FDR16,OUT045,1822.7638327453708
FDF26,OUT046,1821.1261148424196
NCN29,OUT018,1605.8220270891588
FDE20,OUT045,1875.929474510354
FDA46,OUT046,1890.6073673587093
FDU28,OUT045,1859.0192912264208
FDQ48,OUT045,1744.5379442438614
FDV36,OUT013,1794.1479766414195
FDR14,OUT018,1605.4530950414357
FDP23,OUT017,1825.2955421206636
FDP56,OUT013,1638.6203363711465
FDK48,OUT010,1747.308711812461
FDR48,OUT046,1832.8289939149377
NCY29,OUT049,1629.969780932094
FDM22,OUT018,1614.5471529264823
DRJ01,OUT013,1821.895259939256
FDZ43,OUT045,1852.373397608797
FDV03,OUT035,1836.3116382789876
FDX11,OUT027,1901.512159150999
NCA41,OUT027,1892.7491639753368
FDE38,OUT017,1834.3376777165709
FDI27,OUT018,1619.08953033283
FDN32,OUT013,1881.910664427833
NCN43,OUT017,1796.968786178625
FDB47,OUT027,1827.462979875781
FDV03,OUT017,1838.5046873918925
NCN30,OUT045,1743.2499791547643
NCV54,OUT010,1788.458866783017
FDV07,OUT013,1753.908783656184
FDP07,OUT049,1842.5973291380674
FDK48,OUT018,1757.6514435463453
FDM15,OUT019,1824.7804955476547
FDY19,OUT027,1793.1071672395797
FDK46,OUT046,1857.110792943716
FDY11,OUT045,1737.7794961679888
FDH09,OUT046,1598.6120183907856
FDO08,OUT027,1862.0577885756638
FDU14,OUT013,1846.5363826666844
FDD22,OUT027,1775.7730875366408
FDM27,OUT017,1846.414290914527
FDL02,OUT027,1751.2497913700072
NCA17,OUT035,1818.1207346723922
FDE38,OUT019,1845.477377836521
NCG07,OUT049,1891.347801347046
DRC27,OUT013,1850.698493270924
FDA27,OUT035,1836.5903702920484
FDW40,OUT045,1826.748632551572
DRI11,OUT013,1771.8667508753576
FDN50,OUT046,1731.2053331492284
FDR12,OUT046,1885.0225641178145
FDT34,OUT027,1750.0451497126473
FDW11,OUT035,1662.758819490955
NCO30,OUT027,1896.2376219584378
FDZ34,OUT017,1853.5993878446448
FDU45,OUT017,1770.2494956821206
NCD42,OUT035,1624.3427047856358
FDX25,OUT045,1889.167384184456
NCR29,OUT046,1671.063295007249
FDX43,OUT019,1859.7776560609352
FDB04,OUT010,1700.0910310727213
FDR49,OUT027,1570.6574232307369
FDS39,OUT018,1817.6726407535684
FDW58,OUT045,1757.3341793906718
FDG22,OUT019,1590.5796790964646
FDG31,OUT017,1675.1327829509426
