Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_RF
FDQ28,OUT035,2560.390830880172
FDV35,OUT017,2520.945748864371
FDQ36,OUT013,596.8229706806143
FDD34,OUT018,2453.2210427018035
FDK51,OUT045,4158.873338827182
FDV31,OUT035,2867.095018329197
FDR04,OUT035,1544.2760969153285
FDR14,OUT049,862.1962466485354
DRC36,OUT010,439.68267184328727
FDE39,OUT019,299.2867318220418
FDP57,OUT049,1623.0170260184036
FDE57,OUT046,2109.5566973172104
NCN18,OUT046,1749.2316609703412
NCQ05,OUT018,2377.0676891239846
FDW47,OUT035,2018.1263963539977
FDV46,OUT035,2079.4559987659777
NCP29,OUT045,1005.6770289609708
FDE09,OUT018,1673.90145921187
NCU06,OUT027,6251.915569987205
FDT19,OUT010,439.83996635521777
DRF15,OUT017,2514.0739796790185
DRI51,OUT013,2760.673709113776
NCX54,OUT013,1626.9310080486187
DRE01,OUT013,3860.504826270872
NCB07,OUT045,2957.987123194196
FDU50,OUT035,1934.4397298074723
FDG40,OUT035,606.4389370042973
FDW10,OUT018,2728.4716465218144
FDX51,OUT013,3108.301010584923
NCP17,OUT045,1032.8737736973758
FDP21,OUT035,3131.2128904657725
FDL04,OUT045,1623.0170260184036
FDV23,OUT013,2017.7019607704967
FDF24,OUT046,1306.5805495049685
FDH56,OUT027,3142.9324906805273
FDB51,OUT049,934.7494959796915
FDI58,OUT027,2591.16316539841
FDR20,OUT013,751.8677314446845
FDC51,OUT018,1938.5948322441275
FDB16,OUT027,2385.045038274365
FDE40,OUT049,934.7552663746402
NCM17,OUT035,634.1242037549031
FDU56,OUT035,3078.8451068802765
FDS32,OUT019,301.8923957130687
FDX02,OUT049,3809.116134746913
FDT39,OUT027,3985.204013076473
FDE35,OUT017,859.9429162042419
NCI42,OUT019,538.3477470308712
DRL23,OUT046,1627.0743635332176
FDA10,OUT046,2028.7263291027618
FDA11,OUT013,1520.021771945758
NCM06,OUT046,2486.884249271574
NCT05,OUT035,4140.28758355557
NCQ02,OUT010,470.38759604061886
NCY06,OUT049,2036.17690512737
FDY56,OUT035,3845.6640882855827
FDL02,OUT035,1624.9446219373506
NCI06,OUT035,2914.559493431944
FDQ14,OUT045,2486.6197350578605
FDQ12,OUT017,3874.2445559707467
FDP36,OUT046,754.7346023650535
FDK21,OUT027,6329.616742274122
FDO40,OUT045,2523.1782239762038
NCK54,OUT019,294.5986166829423
FDY09,OUT018,2849.7542699066184
NCW30,OUT049,4145.385508373927
NCC55,OUT027,1123.2004689565574
FDE58,OUT018,1842.1866056970198
FDR39,OUT013,3048.7723015058455
FDU28,OUT049,3077.3356962674166
FDH08,OUT017,3867.9311709677168
FDG35,OUT045,2839.120727272966
FDG22,OUT049,607.3714216901456
FDC34,OUT035,2581.8177633696755
FDP15,OUT018,3663.9764446896934
FDK34,OUT010,587.7666482917895
FDU45,OUT035,1975.90561184825
FDQ04,OUT027,1123.2004689565574
FDX22,OUT018,3293.2630226373876
FDB45,OUT017,1625.1467676142709
NCH43,OUT027,5553.279351704085
DRE60,OUT046,3688.2775872076872
FDD17,OUT027,6329.616742274122
NCM54,OUT017,2040.2893560130044
NCH55,OUT013,2050.6736135198157
NCT06,OUT017,2596.5243695896756
FDA48,OUT027,5614.801726430813
FDY58,OUT027,6260.669880308972
FDO25,OUT045,3696.7061929127976
FDN50,OUT045,1512.5118047222556
FDH35,OUT035,2605.8187656676296
FDK09,OUT045,3777.9152951411693
FDO16,OUT013,1332.1973352066811
FDW11,OUT045,1060.4256223595514
FDU47,OUT027,3350.5546378486883
NCQ42,OUT010,274.27856785046896
FDK55,OUT027,2413.7338542009325
FDN08,OUT049,1944.5581091412332
FDT57,OUT045,3906.5897876585436
FDJ12,OUT018,3239.9697256277436
DRL59,OUT017,780.6088404599121
NCN53,OUT046,604.5937297282966
FDO51,OUT010,92.62838615871215
FDK56,OUT017,3135.8186665862017
FDY12,OUT035,809.796330656476
FDU15,OUT035,608.1152239425086
FDQ19,OUT046,3895.292005159007
DRF15,OUT045,2520.263279697004
DRE25,OUT019,237.00274237204457
FDK57,OUT018,1857.4898471371841
FDD33,OUT010,600.1489267899551
FDR34,OUT027,6297.825741150561
FDU04,OUT045,2048.834882250951
FDE35,OUT019,169.32389320765367
NCD31,OUT035,2647.204819971517
FDJ56,OUT035,1621.0210358543427
NCU53,OUT046,2543.2425447726346
FDD39,OUT035,3719.660305205903
NCU17,OUT019,246.89389460644063
FDJ20,OUT046,2028.7263291027618
NCW41,OUT018,2434.085846080347
FDL52,OUT035,616.5790352438268
FDS39,OUT035,2122.585996468018
DRJ47,OUT045,2777.3157531704824
FDP13,OUT010,92.62838615871215
DRK39,OUT010,189.92299431646867
FDF28,OUT010,273.6763463414907
FDB09,OUT045,2021.0315546162321
FDM51,OUT046,1585.8851372890576
DRM49,OUT018,707.69067011169
DRF23,OUT013,2832.110420230423
DRH01,OUT035,2842.4272071364367
FDH12,OUT027,2656.750248275959
FDA28,OUT019,297.9718896538323
FDW37,OUT018,1365.9589497766283
FDF02,OUT046,1624.9446219373506
DRL37,OUT046,639.5654604026004
NCF43,OUT046,2094.8658972193116
FDH08,OUT010,586.0572883989835
FDR34,OUT019,583.8210409898904
NCK19,OUT049,3128.7137252227694
NCD55,OUT018,612.4083379324114
FDT27,OUT049,3848.952490786754
FDQ57,OUT045,2485.845229948291
FDA47,OUT035,2591.465023423277
DRG15,OUT027,1721.6868695707456
FDE05,OUT018,2372.268027836696
FDN46,OUT046,1621.0210358543427
FDX27,OUT027,2580.9430365962685
FDT51,OUT045,1741.4116911972328
FDU33,OUT013,649.2122042432411
FDJ16,OUT027,1627.07479265091
FDD20,OUT019,298.66748917398434
FDT36,OUT049,604.5937297282966
DRF15,OUT027,3968.972581374254
FDN52,OUT010,196.23238623847595
FDC22,OUT027,5509.641609655187
FDX15,OUT045,2567.8538369176995
FDT13,OUT013,3110.536840864701
FDU04,OUT017,2056.1191672009136
FDU31,OUT019,548.5660138295449
FDW59,OUT027,2369.118764123058
NCO29,OUT046,2583.017776158926
FDL15,OUT035,2551.3648460994596
FDI41,OUT049,2506.077607440266
FDQ48,OUT049,1574.3429538593418
DRI39,OUT013,858.1106681379352
FDI08,OUT013,4078.9886709139987
FDC21,OUT049,1727.0533915379349
FDF58,OUT035,985.1555786997985
FDS08,OUT010,416.2925766790398
FDE47,OUT045,2033.3608565528752
NCP18,OUT019,357.96863259069374
NCR41,OUT013,1546.5659912240487
FDA27,OUT013,4062.121117718848
FDA43,OUT035,3121.1139614748677
FDA49,OUT045,1349.6485776767838
NCE55,OUT018,2860.912742823128
DRM49,OUT027,1126.3055541647914
FDF22,OUT027,5532.816997599373
FDQ15,OUT018,1309.6862992259605
NCS54,OUT017,2909.3134355560655
NCY05,OUT013,601.2769495806745
FDR45,OUT046,3924.8432595630934
FDK57,OUT049,2021.142586287171
FDF41,OUT010,592.0660506211128
FDV21,OUT046,2067.9156902537566
FDD51,OUT046,746.3266929120239
FDF33,OUT046,1646.5323245299694
FDA38,OUT046,3891.1906211413957
FDR56,OUT045,3050.6602621971974
NCN41,OUT017,2031.0145276936316
FDC60,OUT027,2496.677824088274
FDB47,OUT045,3653.0046087023325
DRH01,OUT013,2823.019357152599
FDW08,OUT046,1626.7288623716986
FDF38,OUT027,1123.2004689565574
FDY32,OUT017,2545.557616722
FDG34,OUT049,1644.6047286110227
FDG47,OUT019,580.9979627473178
NCF18,OUT035,3043.350128320033
FDL39,OUT019,455.44524192362644
NCH55,OUT035,2054.4956845865427
DRJ35,OUT049,927.306508211036
FDS44,OUT035,3873.323070816875
DRE01,OUT018,3501.0137936076117
FDY39,OUT013,3120.6779817860597
FDY32,OUT018,2413.672313613625
FDR33,OUT027,3082.479456219866
NCP50,OUT049,1300.801077377479
FDZ47,OUT018,1543.9857456421917
FDU57,OUT049,2475.245490800875
FDY44,OUT013,3097.0071584904294
DRH59,OUT018,1158.882162500657
FDB03,OUT027,6262.896666279172
FDY46,OUT045,2981.6857093277004
FDM39,OUT045,2856.8816004553873
FDY36,OUT035,1189.107771668772
NCM55,OUT035,3134.9620923161633
FDJ50,OUT010,147.4420258828571
DRL60,OUT013,2439.0066411074563
NCJ54,OUT049,3840.550223719459
FDX59,OUT017,603.6612450424484
FDI07,OUT013,3142.770652629481
DRF51,OUT010,92.62838615871215
FDM14,OUT017,1644.6047286110227
FDP21,OUT045,3068.0816440063777
FDE40,OUT035,1030.6330821480324
FDE05,OUT035,2524.880299816004
FDM13,OUT027,3341.054285079884
FDC34,OUT027,3848.934952891698
NCI55,OUT018,1940.9714584962283
NCE43,OUT018,2659.9464216432434
FDW58,OUT018,1605.0758079444945
FDG60,OUT045,3869.8430259402944
FDV31,OUT017,2861.6673243189166
FDR47,OUT013,3034.9125615491125
FDM60,OUT019,92.62838615871215
NCF06,OUT018,3678.707251098213
NCN26,OUT027,3122.575646405508
FDQ59,OUT049,1345.2278484884173
FDF09,OUT046,606.2700166665078
NCS06,OUT017,4177.165465628247
FDT44,OUT046,1965.227581219342
FDI19,OUT017,3976.2913006310487
FDT22,OUT017,911.0674325438489
NCF54,OUT027,4351.215852430809
DRG25,OUT045,3067.0070684447965
FDB59,OUT017,3009.1509452022256
FDQ37,OUT017,3037.963545544982
FDP56,OUT035,754.7346023650535
FDW44,OUT035,2888.3556917506644
FDJ26,OUT010,572.9120022893674
FDU43,OUT018,3451.432675161225
FDW33,OUT045,1624.8012664527516
NCX53,OUT027,3417.438401039973
FDN56,OUT010,358.5266098531128
DRF15,OUT049,2504.683775043718
FDO33,OUT017,1941.2333003617514
FDZ39,OUT010,221.0545047659699
NCJ19,OUT017,864.4236118135464
FDU01,OUT035,3034.982152216519
FDT12,OUT035,3831.18300999015
NCM18,OUT018,996.3853021858973
FDP19,OUT017,2028.215980105021
NCR42,OUT049,604.5937297282966
FDN10,OUT046,1986.56657180985
FDG44,OUT017,859.3939883035669
FDQ10,OUT046,2876.4557877108878
DRH13,OUT049,1626.9310080486187
FDT52,OUT013,3961.4003348182205
FDM56,OUT045,1728.9132732931816
NCO43,OUT010,216.72240175754084
NCV29,OUT035,2949.5723064497647
NCF06,OUT013,4131.32443588459
FDO50,OUT035,1400.4759639939773
FDT59,OUT013,3845.5531193981083
FDX40,OUT027,1123.2004689565574
FDE50,OUT017,3048.220135141963
FDX51,OUT017,3113.443494734251
NCD30,OUT018,1546.115487238059
FDK15,OUT013,1617.8799446303478
FDL12,OUT045,943.5444830346812
FDK46,OUT017,4212.840636966339
DRH49,OUT010,184.9766636822042
FDQ57,OUT046,2476.4680970940617
FDY59,OUT017,1466.6945617027282
FDO09,OUT018,3692.0832724238076
NCG30,OUT035,2030.493966379598
FDM09,OUT017,2737.717594721202
NCN17,OUT027,2600.694038853153
NCS42,OUT013,1360.2779124510635
FDD02,OUT019,292.544237980763
FDE34,OUT013,3140.0646595223707
FDU38,OUT045,3076.3441342730766
FDB33,OUT046,2563.2479963666865
NCJ29,OUT017,1348.681098834757
FDZ27,OUT035,754.7346023650535
FDI40,OUT013,1580.6143044691958
FDG22,OUT013,602.9277451174685
FDT51,OUT017,1745.0655051646618
FDF20,OUT018,3005.3974480791444
FDV50,OUT035,2026.177424880251
FDT02,OUT049,606.2700166665078
DRC49,OUT017,2479.851524126051
FDF26,OUT049,2475.245490800875
FDV52,OUT035,2016.678542397139
FDX59,OUT049,604.5937297282966
FDV25,OUT035,3799.2361209748806
FDW23,OUT027,1123.2004689565574
FDE53,OUT018,1606.8600483788425
FDA19,OUT017,2031.5274138852628
FDH22,OUT046,2027.9132938324265
NCO41,OUT013,1559.1418529554853
FDX12,OUT017,3978.316082025603
FDF17,OUT013,3084.7473154001214
FDS11,OUT045,3822.3733352916415
FDR51,OUT035,2511.890643718611
FDT49,OUT010,216.98360881700177
FDC56,OUT013,2002.6789841265543
FDR13,OUT027,3127.141793379454
FDQ60,OUT035,2016.5352193770086
FDN38,OUT049,3958.049956447481
NCL29,OUT013,2496.388301031979
FDO13,OUT027,4066.1761166857004
FDE26,OUT018,2345.730976113105
FDA31,OUT010,417.3519065670273
FDX14,OUT035,1188.9606583974794
FDA34,OUT045,2885.8622179093054
FDF26,OUT013,2446.9636457386932
FDE38,OUT045,2657.8840420846286
DRI11,OUT046,1958.7899198533441
FDQ60,OUT027,3169.9803113191983
FDL21,OUT027,1123.2004689565574
DRC12,OUT027,5502.691605492217
FDC47,OUT046,3735.6490206294734
FDE57,OUT045,2060.924086803957
FDT14,OUT045,2009.8257581312243
NCZ53,OUT046,3125.0039671343484
FDE28,OUT018,3369.0579048412333
FDR19,OUT035,2531.710061069154
NCF54,OUT019,412.0554460350229
FDZ08,OUT046,1310.3116549022116
NCJ05,OUT018,2391.0450197313094
FDF59,OUT046,2035.319637393036
NCO05,OUT035,1623.1507774502097
FDW24,OUT018,738.8153394547188
NCX42,OUT018,2546.017310672786
NCA53,OUT035,754.7346023650535
FDI45,OUT019,415.30052141826144
FDG46,OUT046,1918.2780470258006
FDM20,OUT010,581.8920226058808
FDW11,OUT010,164.77752247100298
FDX08,OUT035,2999.796428052096
NCK17,OUT035,621.1270125755624
FDK32,OUT018,2397.5947143223816
NCA42,OUT035,2597.226985874079
DRI01,OUT035,2859.214285646956
NCL55,OUT049,4080.4217254151445
DRE25,OUT018,1478.7751964944002
FDD14,OUT017,3065.620231395404
FDB10,OUT046,3864.600619142249
DRN11,OUT035,2502.285748024074
FDP38,OUT018,750.2437974899657
NCA30,OUT017,3043.2337684071117
FDT15,OUT017,3129.4240333908106
NCP55,OUT018,873.1436021194868
FDF12,OUT035,2508.1527595410803
FDM21,OUT018,3717.5242611951917
FDX56,OUT035,3497.8970518702154
FDF10,OUT017,2520.8303663892934
FDT32,OUT045,2984.848118937057
FDM51,OUT018,1607.439090343979
NCR50,OUT018,2396.303188488459
FDI19,OUT049,3945.415457054024
FDX21,OUT017,1628.6765180452226
FDR31,OUT035,2512.505481432831
FDY02,OUT013,4104.460429008345
NCA29,OUT045,2880.3414163326656
NCX17,OUT046,3726.0996275783214
FDM12,OUT045,3034.2698755051556
FDI53,OUT027,3955.624292950383
NCU30,OUT049,2599.8039278276997
FDC56,OUT027,3223.6097829844616
FDK27,OUT018,1938.5948322441275
NCK18,OUT017,2733.713893874066
FDB52,OUT019,576.0928415737264
DRG25,OUT027,5099.746787118115
FDZ13,OUT049,774.9205880164604
FDB57,OUT019,581.2803226072589
FDR40,OUT046,1330.3301015765246
NCO14,OUT019,92.62838615871215
NCN19,OUT045,3033.765814748223
FDQ28,OUT019,346.65990292144846
FDO13,OUT018,2422.985266223035
FDK48,OUT013,1291.7931402508202
FDU07,OUT018,2366.783387218042
FDW20,OUT046,2065.9757750065105
FDV12,OUT010,213.6926449257171
FDH24,OUT013,2537.301980704367
FDV59,OUT049,3708.4343648475433
FDK57,OUT045,2002.0683607384237
FDL16,OUT027,1126.3055541647914
NCQ17,OUT046,2501.5028134862946
FDJ15,OUT018,3015.232534226164
FDX24,OUT049,1463.2413113563882
FDT47,OUT046,1543.0568168689213
FDT10,OUT049,934.7552663746402
FDZ37,OUT018,1357.2203498440888
FDW43,OUT027,6318.635645982155
DRN36,OUT017,1522.9042771627978
FDJ14,OUT045,1304.1684482361716
FDA32,OUT013,3695.005451370438
FDJ38,OUT019,506.3757603302303
FDQ57,OUT017,2486.570894879545
NCQ41,OUT019,485.42231661436927
FDG56,OUT049,913.770548272074
DRC13,OUT027,3286.6614641899187
FDV55,OUT035,2549.2395245659122
FDQ49,OUT045,2562.676880659221
FDE29,OUT010,166.26417379741227
FDR03,OUT013,3457.2301632839885
FDD45,OUT049,1457.403274454265
FDN38,OUT010,593.3783569329008
FDT56,OUT046,868.7095267466585
FDT48,OUT045,3142.033226935915
FDU03,OUT049,3037.6928119305144
FDC56,OUT010,264.72588240265327
NCO43,OUT027,2551.1535987193047
FDQ27,OUT017,1626.9310080486187
FDR03,OUT046,3469.703365510774
DRH23,OUT010,162.30187777723452
FDG22,OUT045,619.3567272056757
NCJ42,OUT013,1625.1467676142709
FDR24,OUT046,1364.0871177642452
FDW60,OUT035,2897.9168179627386
FDJ08,OUT013,3115.9275639342627
DRL59,OUT018,768.8969503060594
FDG60,OUT010,600.1518443889026
FDW27,OUT017,2498.0962822770684
FDX14,OUT018,1316.8726846249053
FDC20,OUT013,853.6299725286309
NCS29,OUT018,3751.650718496238
FDJ56,OUT046,1621.0210358543427
FDB20,OUT019,186.93843102952377
FDL28,OUT027,6224.159554490499
FDW01,OUT018,2394.7580295596545
FDL03,OUT046,3019.989465753203
FDX22,OUT049,3758.282150995015
FDJ21,OUT035,2554.37097928664
FDR31,OUT045,2484.149410885123
FDG21,OUT035,2549.795721341525
FDS22,OUT027,1123.2004689565574
FDK08,OUT035,1585.4851557248837
FDE17,OUT018,2387.8263504879933
NCN30,OUT017,1535.6710944668403
FDT50,OUT046,1549.3615812865244
NCX42,OUT049,2589.393721845414
FDJ12,OUT035,3695.19838924652
NCA18,OUT027,3127.3344327650634
FDP23,OUT019,541.2208631695036
FDX12,OUT013,3933.200818414776
FDN40,OUT018,2349.5873431258874
FDV48,OUT035,1305.044448029045
NCY54,OUT013,2855.413689667368
FDL16,OUT010,92.62838615871215
FDR45,OUT018,3480.1049765472535
FDJ52,OUT046,2559.2297597369634
DRG01,OUT017,1288.752943552407
FDP52,OUT013,3828.287571082436
FDU58,OUT017,3135.5032694292686
FDL02,OUT045,1623.0170260184036
FDG28,OUT013,3965.9228443993743
FDA19,OUT035,2027.6411564008426
FDW46,OUT027,1754.7392350663908
NCD43,OUT049,1626.9310080486187
DRG39,OUT013,773.7847970960912
NCF55,OUT049,606.2700166665078
FDJ07,OUT046,1997.3474503534076
FDE08,OUT046,2514.3430059267016
FDP56,OUT019,118.51149226503017
FDT45,OUT045,822.9784867653599
FDF17,OUT018,3000.6803729951957
FDX44,OUT046,1354.3962096080802
FDM28,OUT027,4916.753183781492
FDI36,OUT049,3122.4406693563424
FDS07,OUT045,1940.311740282073
FDD36,OUT045,1981.3421975776278
FDW11,OUT046,944.6218991488151
FDN40,OUT049,2477.4384430109467
NCQ18,OUT049,1556.4413662303186
NCQ54,OUT017,2733.9629462969897
NCS42,OUT045,1408.914965806443
DRH39,OUT010,176.49950817984532
FDC09,OUT027,2551.1943432191124
FDT08,OUT010,350.40923536210335
FDC08,OUT035,3802.7703101436214
FDT20,OUT017,605.3375319806596
FDS35,OUT035,1054.7361561768423
FDX58,OUT018,3028.6436332333597
FDW58,OUT046,1627.0743635332176
DRD27,OUT046,1581.3206654475518
FDH32,OUT019,237.91078385190812
FDS26,OUT035,4099.401078040762
FDQ31,OUT046,1352.4731277607673
FDP11,OUT018,3314.73971659206
FDD58,OUT017,1583.5575598059368
FDM33,OUT045,3695.6432417832843
FDZ16,OUT049,3106.3432728429198
NCS29,OUT010,586.5571154811533
NCM18,OUT019,170.87459740950285
FDP11,OUT049,3743.1909721843576
NCC42,OUT017,2098.1438302693714
DRM23,OUT046,2830.285781133729
NCN55,OUT027,6252.984183871248
FDK46,OUT013,4181.423876126144
FDR01,OUT046,3130.9306783193897
NCA05,OUT045,2521.083980681354
NCP43,OUT017,2894.3564996858167
FDR12,OUT010,420.334752473288
FDQ01,OUT013,3986.907893218132
FDM13,OUT046,2036.254444921177
FDQ19,OUT017,3941.574357790638
FDK56,OUT019,478.09734647138305
NCX06,OUT010,471.96013301958305
FDO56,OUT027,3137.306314665078
FDU45,OUT045,1863.1398443156345
FDI16,OUT019,167.18701389483758
FDL32,OUT046,1935.3940918520675
FDA07,OUT046,2047.5984705400238
FDA14,OUT045,2520.883454018204
FDV46,OUT027,3345.988490874742
NCO07,OUT035,3709.57539504946
NCP41,OUT046,1627.0743635332176
FDY60,OUT018,1992.0330726469588
FDN38,OUT017,3990.784416406877
FDO15,OUT046,1158.7361826745787
FDT60,OUT013,2017.7019607704967
FDA55,OUT035,3845.6640882855827
FDE02,OUT010,206.684904969576
DRJ39,OUT049,3756.84427271931
FDV34,OUT035,1154.6905724408025
FDS20,OUT027,5115.34351498122
FDF02,OUT027,2643.0246220135873
FDW40,OUT017,2181.1678826344228
NCB43,OUT046,3050.8145516541194
FDR58,OUT017,1376.1293198061173
DRJ59,OUT035,621.4046750659461
NCD30,OUT017,1578.8301936001826
FDE14,OUT017,1563.808598606873
FDC28,OUT018,1604.7303067829753
FDU16,OUT018,1349.8926298100162
NCD19,OUT035,864.2288311373542
FDU21,OUT046,606.2700166665078
FDV59,OUT027,5527.980597298459
FDU03,OUT045,2969.3707886740826
FDC33,OUT010,550.563640625292
NCR42,OUT035,603.6612450424484
DRH59,OUT035,1176.7836768106
NCM31,OUT035,2126.0740208594716
FDS50,OUT035,3829.0820187308286
FDP39,OUT046,816.7750880164579
FDQ55,OUT013,1988.1937958747935
FDV36,OUT019,300.13267712046047
FDI05,OUT027,2211.421573971907
FDS45,OUT027,2564.919969481483
FDA39,OUT045,618.3760032395032
FDC37,OUT010,243.7016341418892
FDJ60,OUT027,4159.606614447771
DRQ35,OUT046,2038.6098014217118
NCJ06,OUT046,2034.9802691275693
NCY42,OUT018,2362.9233994568262
DRM37,OUT049,3106.9695566730616
FDR14,OUT045,774.9205880164604
FDE51,OUT049,647.3115586596468
FDT33,OUT017,2680.860327590373
FDR08,OUT013,1857.0410064579808
FDE36,OUT010,405.8164161686623
FDL22,OUT019,236.38238276433674
FDR44,OUT013,2027.6067028410127
FDI56,OUT019,227.52270519408688
FDE47,OUT010,274.48174196408576
FDV27,OUT010,202.39741050306097
FDV10,OUT049,625.2002176841321
FDC40,OUT045,1291.1174019487646
NCX41,OUT013,3690.866103703231
NCQ38,OUT027,2555.347164034716
FDV12,OUT027,2629.2399381566356
FDE52,OUT017,1357.867086701228
FDG20,OUT027,4553.400977334927
FDV16,OUT027,1123.2004689565574
FDI32,OUT017,1941.2333003617514
FDJ32,OUT049,939.7522011684382
FDN39,OUT018,2658.66435031151
FDY34,OUT017,2739.559700150579
FDC14,OUT035,623.9047045374114
FDA55,OUT017,3856.8759606860167
FDZ50,OUT010,475.0131374426404
DRG13,OUT049,2599.9838029978996
FDP01,OUT013,2479.9210839116317
NCG54,OUT017,2865.4345872369818
FDM13,OUT045,2024.2431289353003
NCO18,OUT027,4894.971981003484
NCW41,OUT013,2507.7638904222276
FDM52,OUT027,3957.3549799011357
NCF55,OUT035,603.6612450424484
FDT09,OUT046,2078.633467594608
NCM19,OUT035,1742.273076251887
FDW12,OUT018,2359.640796521151
FDP15,OUT019,587.5595038540108
FDK36,OUT045,754.7346023650535
FDZ25,OUT035,2908.7534821424656
NCW06,OUT049,3098.6801250742287
FDW60,OUT046,2953.051951113693
DRC49,OUT013,2435.9901744105846
NCT17,OUT035,3118.4267434088893
NCN06,OUT018,2421.6413612507267
FDC45,OUT013,2811.1229417620534
DRJ47,OUT019,409.6641790610771
NCF06,OUT045,4150.721660342988
FDE21,OUT010,268.5987915953245
DRG27,OUT013,616.0198182137284
FDW40,OUT049,2087.9669950859134
NCO53,OUT046,3105.795110126559
FDE23,OUT049,659.7606552527723
FDQ16,OUT046,1638.4145327530132
FDS26,OUT045,4080.7415196852385
FDZ13,OUT010,97.84326896681425
FDS14,OUT049,2486.0213407688034
FDC10,OUT045,1973.5824459687335
FDY16,OUT049,3057.2767954470455
FDJ20,OUT035,2030.493966379598
FDV43,OUT035,635.1658752045803
FDZ32,OUT027,2553.0296484100977
FDR23,OUT046,2855.195114289421
FDN24,OUT035,825.0217521732972
FDE34,OUT027,5168.049282423559
FDU31,OUT013,3711.9991438150146
FDW33,OUT018,1604.7303067829753
FDU26,OUT046,1966.7399374845818
FDE20,OUT027,4361.471425669742
NCW05,OUT035,1624.9446219373506
FDB22,OUT018,2357.290396309476
FDO56,OUT046,1962.2149258781878
FDA19,OUT027,3320.641941744291
DRI39,OUT045,864.4236118135464
FDH52,OUT018,930.157783707729
FDZ50,OUT035,3144.9012269206223
NCN42,OUT035,2551.6662485213255
FDB53,OUT013,2477.022104302737
DRG11,OUT017,1642.4749870151554
DRK11,OUT027,3970.9730226739575
FDQ60,OUT017,2018.8697212971645
FDT36,OUT017,603.6612450424484
DRG25,OUT018,3017.869718463173
DRJ23,OUT046,3039.9690088790003
FDG05,OUT035,2580.8609833461715
NCK06,OUT018,1935.8418817265456
FDU52,OUT017,2487.988310691433
FDW07,OUT018,1363.04592871255
NCM17,OUT045,656.050478605075
FDA22,OUT045,2714.6553889507627
NCA41,OUT018,2970.2691152225093
FDF38,OUT035,622.405730270752
FDH52,OUT046,957.407426361441
FDY58,OUT019,584.5386152820212
FDZ16,OUT045,3020.9173831529993
NCM18,OUT017,967.7337964346798
FDA22,OUT018,2555.148724303499
NCJ43,OUT035,2899.201210491347
FDI34,OUT027,6251.915569987205
FDG56,OUT046,954.721486205558
FDS34,OUT046,1949.7741520454392
DRC01,OUT035,758.3510074911381
FDQ04,OUT035,618.3760032395032
FDK04,OUT035,864.2288311373542
FDT51,OUT049,1731.7734163696566
FDV26,OUT017,3034.5105131313735
FDS04,OUT049,2082.714981517521
FDW43,OUT018,3345.83626595364
FDQ28,OUT010,353.10769980153947
NCK06,OUT017,2056.1191672009136
FDS23,OUT018,1911.2501284108955
FDZ36,OUT019,503.480788999648
FDE56,OUT018,977.0583622224033
FDW10,OUT027,4681.9570406835755
NCN14,OUT045,2984.625620737056
NCQ18,OUT045,1562.7059086380154
FDW08,OUT017,1630.8062596410898
FDU43,OUT035,3910.610698448981
FDR33,OUT010,242.9638109052261
FDM24,OUT010,355.0421064669538
NCZ05,OUT046,1626.7288623716986
NCV41,OUT035,1845.694639982511
FDV11,OUT018,2778.3838758907364
NCY05,OUT035,608.1152239425086
FDV44,OUT018,3018.6001081764493
FDW32,OUT049,1329.4974884777641
NCU18,OUT027,3396.0432754894423
NCC43,OUT035,4053.140789333143
FDW19,OUT013,1739.36391731465
FDN31,OUT035,3130.684355242095
FDI48,OUT045,761.71062418261
FDS24,OUT017,1360.780107765306
FDF46,OUT049,1978.8166462118822
DRG23,OUT017,2478.82177154808
FDG14,OUT018,2359.6896366994665
NCY30,OUT049,2947.1831927009484
FDO28,OUT018,1935.8418817265456
DRD24,OUT035,2123.552507977913
FDI33,OUT049,1357.3268574189663
FDN32,OUT046,3092.195350258169
FDR16,OUT045,3650.3982934805376
FDF26,OUT046,2481.4478625999313
NCN29,OUT018,735.9484685343497
FDE20,OUT045,2784.8296173230074
FDA46,OUT046,3136.396988463784
FDU28,OUT045,2987.5030677010773
FDQ48,OUT045,1585.6873014018038
FDV36,OUT013,2063.9213412166205
FDR14,OUT018,816.2066765700993
FDP23,OUT017,3762.6823062105977
FDP56,OUT013,765.7616422893178
FDK48,OUT010,177.5433008541083
FDR48,OUT046,2491.129807555909
NCY29,OUT049,864.4236118135464
FDM22,OUT018,815.2934405958314
DRJ01,OUT013,2495.9399815765264
FDZ43,OUT045,3952.3921894559176
FDV03,OUT035,2557.554146117445
FDX11,OUT027,5031.819308447313
NCA41,OUT027,5497.292649517065
FDE38,OUT017,2674.7304693704154
FDI27,OUT018,729.1554648209287
FDN32,OUT013,3082.868914269456
NCN43,OUT017,2058.8721177184952
FDB47,OUT027,5553.279351704085
FDV03,OUT017,2533.418202010493
NCN30,OUT045,1564.8356502338825
NCV54,OUT010,273.5188788433449
FDV07,OUT013,1686.568381808661
FDP07,OUT049,3049.0573211593464
FDK48,OUT018,1121.9892636250029
FDM15,OUT019,344.35335664440476
FDY19,OUT027,3124.3569142409515
FDK46,OUT046,4171.1830693768625
FDY11,OUT045,1052.7724883559388
FDH09,OUT046,781.7446313802812
FDO08,OUT027,4225.1942739004935
FDU14,OUT013,4070.4985446080627
FDD22,OUT027,3148.2801693636266
FDM27,OUT017,2545.9553654971137
