Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_KNN
FDY01,OUT045,2058.567046
FDS08,OUT017,2549.1750920000004
FDG28,OUT018,3859.77576
FDQ51,OUT018,738.7317320000003
FDB05,OUT017,3773.814322
FDO56,OUT049,1744.1896019999995
FDE02,OUT018,1365.3161119999997
FDN45,OUT017,3512.873986
FDS09,OUT013,724.02421
NCA54,OUT018,2940.7986520000004
FDP09,OUT010,3325.03849
FDC53,OUT045,1436.237128
NCM55,OUT017,3285.58984
FDL09,OUT018,2564.601678
FDA11,OUT019,1743.543776
FDA50,OUT045,1435.3582719999997
FDC23,OUT017,2621.4543400000002
FDE22,OUT049,2238.279782
FDD23,OUT046,2962.989766
NCA29,OUT049,3145.1593040000002
FDK38,OUT046,2282.9949100000003
DRC13,OUT046,1926.62546
NCP43,OUT049,2635.822304
FDX28,OUT049,1528.2440299999998
FDF08,OUT049,1520.8736239999998
FDZ33,OUT046,1994.8766179999998
FDD10,OUT049,2570.527298
FDO58,OUT017,2331.258752
FDI50,OUT017,3640.707586
FDO58,OUT045,2401.9067900000005
FDX08,OUT013,3361.2047459999994
NCK17,OUT010,601.3439020000001
FDF39,OUT035,4111.634584
FDU45,OUT010,1795.5693880000001
NCJ18,OUT018,1848.267458
DRC27,OUT019,3719.5649379999995
DRC25,OUT035,1414.385572
FDU59,OUT035,2392.259348
FDU28,OUT035,2887.6877860000004
NCP30,OUT046,565.5172040000001
FDB39,OUT018,993.2870459999998
FDE41,OUT013,1284.441386
DRH11,OUT010,767.5808460000001
FDA58,OUT045,3693.5188419999995
FDU50,OUT046,1632.9077900000002
FDM34,OUT013,1980.0425939999998
FDM44,OUT027,1761.8399599999998
FDR39,OUT045,2940.1261939999995
FDM25,OUT045,2787.318436000001
FDQ49,OUT049,2423.0392819999997
DRH25,OUT018,709.7494579999999
FDM09,OUT027,3145.432282
FDL44,OUT019,2380.181736
NCR42,OUT018,534.617426
DRL59,OUT046,735.535892
FDX43,OUT013,2420.455978
DRK47,OUT010,3641.2468839999997
FDU48,OUT018,2026.6952
FDY12,OUT045,709.1502380000001
NCN43,OUT018,2165.874032
NCM55,OUT018,3357.1899719999997
FDQ21,OUT027,2449.817758
FDX13,OUT035,3676.8805000000007
NCK30,OUT027,3833.3368419999997
FDG20,OUT049,2644.171436
DRG27,OUT017,634.753746
FDY14,OUT018,3884.3704119999993
FDP59,OUT035,1500.1272960000001
FDU60,OUT017,2603.41116
NCC18,OUT019,3064.724006
DRJ39,OUT017,3365.825397999999
FDS07,OUT049,2112.030786
FDM08,OUT027,3625.3342640000005
FDP51,OUT045,1912.637002
FDU16,OUT035,1231.703368
FDH12,OUT013,1481.9775879999997
DRE48,OUT010,2714.073778
NCL42,OUT027,3927.028218
FDR21,OUT045,2445.0639459999998
NCW29,OUT035,2048.1539340000004
FDO11,OUT013,3916.8547940000003
NCM31,OUT049,2163.5503900000003
FDV35,OUT019,2259.711884
FDF58,OUT017,1048.3487059999998
NCE43,OUT049,2902.4885199999994
FDA02,OUT035,2274.485986
DRL37,OUT010,677.8443219999998
FDR24,OUT018,1245.971462
FDW59,OUT049,1259.567098
FDS22,OUT049,649.794168
FDW24,OUT017,763.3463579999999
FDU24,OUT035,1397.2212480000003
FDA21,OUT027,3546.137354
FDH58,OUT027,1981.9667559999996
FDW36,OUT018,1605.603332
FDI45,OUT027,3215.973792
FDU01,OUT018,2794.8619500000004
FDF35,OUT027,1841.4097179999999
FDU43,OUT019,3746.55647
FDE24,OUT019,2125.919374
FDK50,OUT049,2326.698022
FDG31,OUT045,1077.251084
FDC60,OUT045,1320.7141700000002
FDL36,OUT013,1520.9135719999997
FDP21,OUT013,2848.0061059999994
FDW16,OUT045,1246.797054
FDX02,OUT017,3815.83296
FDQ58,OUT027,2583.0776280000005
FDT51,OUT046,1755.5414919999998
FDD59,OUT049,1276.5916039999997
NCM42,OUT018,1631.8891160000003
FDA57,OUT018,543.5657779999999
FDZ48,OUT035,1684.2076799999998
FDE46,OUT045,2324.2012720000002
NCZ30,OUT019,1690.419594
FDB56,OUT017,2814.6761579999998
FDA25,OUT027,1598.259558
FDD20,OUT013,2099.240768
FDL25,OUT013,1313.763218
NCO18,OUT049,3076.868197999999
FDJ45,OUT017,531.1552660000001
FDR12,OUT035,2854.6308160000003
NCF19,OUT010,708.0450099999999
FDK25,OUT046,2581.2533359999998
NCR17,OUT046,1755.1952759999997
FDC52,OUT046,2231.615124
NCA54,OUT017,2931.0979460000003
FDR45,OUT010,3835.30761
NCM19,OUT049,2023.7057579999998
FDF39,OUT027,3974.55968
FDX23,OUT049,1377.134062
FDD58,OUT027,1764.5497660000003
FDX28,OUT013,1559.956084
NCD31,OUT013,2579.702022
FDU57,OUT018,2189.609802
FDI27,OUT046,694.39611
NCM42,OUT046,1669.699898
FDD32,OUT027,1315.3544799999997
FDI34,OUT013,3650.594716000001
NCM29,OUT049,1994.70351
FDG46,OUT018,1700.9458920000002
DRC01,OUT010,720.2824140000001
FDB15,OUT027,4018.2028700000005
NCA17,OUT027,2547.503934
FDF10,OUT046,2272.9213560000003
FDR26,OUT027,3382.889852
FDI02,OUT049,1696.0123140000003
NCM54,OUT010,1854.8056139999999
FDF14,OUT013,2183.837316
FDJ33,OUT010,1818.6393580000004
FDM20,OUT035,3880.388928
FDC03,OUT027,3447.0663140000006
NCX05,OUT046,1905.7726039999998
NCM41,OUT027,1809.1650240000004
NCU29,OUT010,2118.016328
FDQ59,OUT017,1398.6394019999996
FDH46,OUT010,1619.944664
FDH09,OUT013,751.6482520000001
NCD06,OUT045,745.1300699999999
FDC15,OUT035,2525.7788800000003
DRD37,OUT027,754.5178499999998
FDT28,OUT027,2493.034836
FDR28,OUT027,2688.89988
FDT38,OUT017,1225.431532
FDV34,OUT027,1257.1036379999998
FDY52,OUT035,884.735014
FDB34,OUT013,1351.2943639999999
DRL23,OUT018,1522.51815
DRB24,OUT046,2089.3935859999997
FDJ50,OUT046,764.231872
FDQ49,OUT035,2283.454312
FDP20,OUT035,1916.7516460000004
FDV19,OUT027,2600.5349039999996
NCR54,OUT045,2793.6368780000007
FDO09,OUT010,3979.746262
FDS57,OUT018,2335.779534
FDN10,OUT049,1876.6305379999997
FDV23,OUT049,2082.249552
FDY28,OUT049,3303.5398079999995
DRG51,OUT013,2456.7886839999996
FDD45,OUT019,1743.5437760000004
NCL18,OUT027,3176.73154
NCM29,OUT013,1968.5375699999997
FDF17,OUT027,3431.4732779999995
FDE22,OUT017,2555.4935339999997
FDQ22,OUT017,532.233862
FDS01,OUT013,3282.001178
FDW35,OUT027,634.360924
FDJ33,OUT046,1913.2162480000002
NCF54,OUT035,2670.6835919999994
FDE09,OUT013,1621.0831819999999
NCE06,OUT045,2404.5167260000003
DRH49,OUT049,1172.5536960000002
FDY43,OUT045,2984.8146899999997
NCT05,OUT017,4111.794376
FDZ34,OUT045,3101.1832139999997
FDL38,OUT017,1406.675608
FDZ31,OUT017,2999.3158139999996
FDR14,OUT035,970.4833960000001
NCN54,OUT049,1125.6214539999999
NCC42,OUT027,2102.0238120000004
FDK08,OUT017,1548.530956
FDP59,OUT013,1587.30049
FDV22,OUT035,2452.77391
FDD33,OUT035,3862.5121979999994
DRE60,OUT027,3718.086862
FDK52,OUT046,3364.007764
FDA02,OUT017,2616.1345979999996
FDM56,OUT049,1530.5676719999997
FDE57,OUT035,1985.542102
FDM32,OUT045,1216.78279
NCQ30,OUT027,1949.149474
FDQ27,OUT027,1607.3943339999998
FDT60,OUT027,2248.9991619999996
FDU43,OUT049,3597.4705340000005
NCO55,OUT035,1403.459794
FDG02,OUT045,3030.242224
FDJ28,OUT013,3085.0309060000004
FDP40,OUT045,1723.19027
FDJ38,OUT045,2976.019472
NCC54,OUT017,3866.706738
NCZ41,OUT046,1876.2310579999998
FDK38,OUT019,2138.3498600000003
FDU52,OUT013,2024.1518439999998
FDC40,OUT046,1183.75911
NCR30,OUT017,1156.0418559999998
NCN18,OUT017,1733.6366719999999
FDB50,OUT035,1281.525182
FDG04,OUT013,3281.3553520000005
FDR26,OUT035,2446.8882379999995
NCT17,OUT018,3224.942118
FDX35,OUT027,3610.4003699999994
FDS12,OUT046,1795.7624700000003
NCZ29,OUT027,2214.05132
FDB38,OUT010,2338.5692360000003
FDP12,OUT013,615.3723080000001
FDP22,OUT046,764.484876
FDS26,OUT018,3880.3223479999997
FDR52,OUT046,3086.3824799999998
DRJ13,OUT046,2484.39941
FDU48,OUT027,2171.8262840000007
FDE29,OUT035,895.9137959999998
NCT29,OUT049,1951.3865619999997
DRK37,OUT018,2909.5593160000003
FDK55,OUT046,1263.761638
FDR07,OUT046,1377.134062
FDO21,OUT027,3941.2430479999994
FDK46,OUT049,4007.6099919999997
FDB12,OUT045,1713.456274
FDT31,OUT027,3399.787856
FDJ33,OUT045,1871.3707180000001
FDC26,OUT027,1947.86448
NCQ02,OUT045,3311.7358060000006
FDP08,OUT010,2681.056756
FDB11,OUT027,3847.0856120000008
FDV55,OUT013,2355.280816
FDW20,OUT049,1967.265892
NCJ18,OUT019,1644.466078
FDC41,OUT018,1228.9536139999998
FDE14,OUT027,1757.8385019999996
FDG35,OUT013,2488.314314
FDF45,OUT035,844.6671699999997
FDS19,OUT027,1280.9525939999999
FDS58,OUT019,2267.9744619999997
FDA26,OUT017,3547.662036
FDM32,OUT049,1193.040362
FDL45,OUT046,1853.573884
FDZ55,OUT049,2327.1174760000004
FDY37,OUT049,2162.778062
FDO46,OUT046,2935.818468
FDQ60,OUT046,1846.4431659999996
FDA19,OUT018,1816.295742
FDL15,OUT046,2402.8722000000002
FDM10,OUT018,3358.408386
NCL05,OUT017,632.423446
DRK49,OUT010,622.65616
NCE18,OUT027,4121.934510000001
FDG40,OUT049,547.2010459999999
DRI59,OUT045,3781.630814
FDK28,OUT035,3904.297806
NCD06,OUT019,679.1559480000001
FDO11,OUT019,3920.6964600000006
FDK27,OUT046,1609.791214
FDT43,OUT027,780.2377039999998
FDD38,OUT018,1520.207824
FDA16,OUT049,3402.790614
FDL14,OUT027,2578.0774699999997
NCM17,OUT049,688.044378
FDD20,OUT045,2073.4143859999995
FDA40,OUT045,1389.850842
FDL43,OUT045,1385.090372
FDV15,OUT045,1686.33824
FDE52,OUT046,1399.2053319999998
NCL17,OUT010,2240.729926
NCJ31,OUT045,3628.396943999999
FDR60,OUT045,1304.7749179999998
NCA18,OUT035,1810.2236459999997
FDS21,OUT027,1082.4842720000001
FDW09,OUT035,1282.317484
FDL26,OUT035,2445.4634260000003
FDS47,OUT018,1294.428386
FDC39,OUT046,3555.83806
FDT51,OUT035,1818.0201640000002
FDK40,OUT035,3754.226486
NCG19,OUT045,3662.7189340000004
FDZ07,OUT046,1000.7440059999999
FDF08,OUT027,1605.7498079999998
FDO04,OUT013,862.756956
FDK41,OUT018,1231.756632
FDP15,OUT049,4085.501934
NCD43,OUT018,1527.0256160000001
NCP18,OUT013,2326.5315720000003
FDZ51,OUT046,1733.496854
DRH13,OUT035,1523.130686
FDF38,OUT045,633.755046
NCI43,OUT045,650.2402539999999
FDM38,OUT027,1014.026716
FDS03,OUT013,944.6170659999999
DRJ47,OUT017,2677.887548
FDT50,OUT010,1384.5510740000004
FDV02,OUT046,2638.5853740000002
NCG18,OUT017,1589.9503740000007
FDW52,OUT046,2783.7430899999995
FDS40,OUT035,534.191314
FDN31,OUT017,3200.1144360000008
FDA37,OUT045,1943.6765979999996
FDA15,OUT046,3800.765906000001
FDL39,OUT046,2953.6086440000004
FDJ53,OUT045,1910.659576
FDX22,OUT013,3359.453692
NCZ42,OUT045,3866.5735780000014
FDD56,OUT027,3284.8241700000003
FDD40,OUT017,2836.714138
FDS50,OUT013,3593.7087639999995
NCN14,OUT013,2812.066222
FDT15,OUT013,3507.3811360000004
NCS18,OUT027,1799.650742
NCO26,OUT010,1638.3540340000002
FDF58,OUT018,1063.775292
NCB19,OUT013,1377.919706
FDH26,OUT017,2155.607396
DRB24,OUT027,2556.5921040000003
FDA49,OUT018,1187.907044
FDB32,OUT045,1394.5247579999998
FDI36,OUT017,3353.5413879999996
NCA17,OUT010,2195.2358120000004
FDH22,OUT013,1893.7682299999997
NCM26,OUT018,2221.661414
FDT15,OUT027,3587.383664
FDB16,OUT018,1285.053922
NCP54,OUT027,2399.01056
FDJ36,OUT013,1649.559448
FDO28,OUT045,1867.748766
FDU09,OUT013,720.7484740000001
FDF29,OUT017,2083.1816719999993
FDY08,OUT013,2045.80366
DRJ59,OUT018,644.081604
FDT23,OUT027,1330.794382
FDU15,OUT018,629.873432
FDT47,OUT013,1406.1895739999998
FDI53,OUT019,2486.523312
FDR59,OUT018,4055.214692
FDD53,OUT035,576.81583
FDY51,OUT017,3309.9314880000006
FDT04,OUT049,513.345116
FDU51,OUT049,2457.33464
FDG14,OUT035,2196.127984
NCU06,OUT045,3742.088952
DRG25,OUT046,2840.5890939999995
DRH49,OUT035,1171.688156
FDN15,OUT035,2112.503504
FDL43,OUT018,1310.6273
NCT18,OUT049,3380.4197339999996
NCB31,OUT013,3681.2880959999998
FDK57,OUT035,1767.5991299999996
FDY04,OUT019,2420.123078
NCP54,OUT046,1789.7702699999998
FDF41,OUT013,3793.62853
FDM01,OUT045,1666.86359
FDW03,OUT045,1687.050646
FDF28,OUT045,2144.3620339999998
FDY37,OUT017,2185.828058
FDQ03,OUT017,3986.7371620000004
FDP51,OUT027,2067.70848
FDJ40,OUT017,1844.951774
FDC32,OUT049,1391.368866
DRI49,OUT027,1290.55343
NCW54,OUT017,755.876082
FDF09,OUT017,584.2328419999999
FDP45,OUT018,3805.885908
DRJ23,OUT018,2675.131136
FDS59,OUT017,1757.9916359999997
FDY08,OUT046,1968.1048
FDX16,OUT049,2418.7715040000003
FDY16,OUT018,2870.7365179999997
FDK32,OUT035,2474.4856480000003
FDQ22,OUT013,537.753344
NCC31,OUT018,2054.0396060000003
FDG58,OUT049,2315.9320359999997
DRF48,OUT013,2866.988064
DRH36,OUT049,1162.366956
NCR30,OUT035,1144.7765200000001
FDB03,OUT019,3873.7642180000007
FDZ28,OUT027,2221.781258000001
FDR35,OUT017,3431.4200139999994
DRD15,OUT027,3960.7243559999997
FDJ33,OUT019,1848.9399159999998
FDA56,OUT010,1717.79729
FDP56,OUT046,731.561066
NCT30,OUT046,670.900028
FDK15,OUT017,1805.8759719999998
FDH44,OUT018,2392.78533
FDV01,OUT013,2323.2092300000004
DRG03,OUT017,2524.3474100000003
FDG50,OUT027,1667.6226020000001
FDR16,OUT010,3340.7979760000003
FDZ60,OUT046,1485.0469259999998
DRG03,OUT045,2573.310342
FDS56,OUT018,3685.4892940000004
FDU33,OUT045,687.6515559999998
DRD27,OUT035,1464.606866
FDW22,OUT046,3714.338408
DRA24,OUT045,2305.49895
FDF38,OUT049,640.43302
FDX48,OUT013,2376.286806
FDS58,OUT018,2407.918964
FDC32,OUT046,1362.073666
NCQ29,OUT045,3989.6333919999997
DRK39,OUT018,1365.296138
NCS38,OUT017,1786.1483179999996
DRO47,OUT013,1963.0646939999997
DRG27,OUT027,651.325508
FDC57,OUT027,3350.432102
FDS55,OUT046,2292.58243
NCJ06,OUT018,1898.1958000000002
FDO01,OUT019,2000.1430960000005
NCM55,OUT045,3216.4465100000007
FDC52,OUT049,2453.552896
FDQ15,OUT045,1171.7480779999999
NCT30,OUT027,762.8470080000001
NCR42,OUT027,527.6465
FDD28,OUT035,887.091946
FDQ34,OUT049,1541.087312
FDZ12,OUT027,2208.085752
DRE13,OUT019,1269.474202
NCN07,OUT019,1941.2664020000002
FDM28,OUT035,2790.787254
FDI10,OUT017,2631.301522
FDQ25,OUT013,2736.20497
FDA38,OUT010,3571.5775720000006
DRI13,OUT049,3059.6173200000003
FDY20,OUT027,1667.755762
NCZ53,OUT035,3001.7126939999994
NCM31,OUT013,2342.6772220000003
DRB01,OUT017,2812.9583939999993
DRF37,OUT046,3838.922904
NCF42,OUT049,2426.348308
FDF16,OUT018,2038.293436
FDB41,OUT013,652.9434019999999
FDR34,OUT013,3861.2205460000005
FDR15,OUT018,2159.4024560000003
NCV42,OUT019,1767.6457359999997
FDW51,OUT035,3256.987072
FDU36,OUT017,1426.489816
FDX60,OUT049,1206.0168039999999
FDY03,OUT035,1741.626272
FDW55,OUT045,3891.913926
FDT01,OUT010,3160.565916
FDG58,OUT013,2342.8703039999996
FDK21,OUT017,3985.3589560000005
NCS41,OUT019,2958.4623259999994
FDS10,OUT045,2769.7746059999995
NCT53,OUT046,2348.4297340000003
FDJ28,OUT018,3248.5580439999994
FDX44,OUT045,1348.537952
FDT20,OUT018,658.5427799999999
FDO44,OUT017,1741.293372
NCX17,OUT049,3586.977526
FDY01,OUT017,1888.628254
FDJ12,OUT027,3636.113566
DRK35,OUT018,555.90971
FDD47,OUT019,2637.320354
NCM53,OUT035,1572.9125520000002
FDO45,OUT013,1437.741836
NCM42,OUT010,1642.6484440000004
FDE04,OUT046,2512.9023079999997
NCI30,OUT027,3847.518382
FDZ19,OUT013,2596.98619
FDW57,OUT013,2626.827346
FDA25,OUT013,1538.1777660000005
FDT22,OUT046,934.1773220000001
FDP51,OUT013,1925.140726
FDD48,OUT027,2017.2807880000003
FDY39,OUT035,2956.6912980000006
FDO48,OUT010,3531.4498060000005
FDD23,OUT027,3551.457096
DRN35,OUT027,643.5023580000001
FDT01,OUT035,3017.392284
FDC20,OUT010,930.608634
DRJ35,OUT035,1023.5609719999999
FDB32,OUT046,1335.8611200000003
FDL24,OUT046,2620.0495020000003
NCV42,OUT035,1735.0548260000003
FDZ46,OUT046,1648.5674060000001
FDC15,OUT013,2463.7929
FDD08,OUT019,566.1164239999999
FDY50,OUT049,1322.4519079999998
FDD36,OUT013,1989.0375519999998
FDG57,OUT027,767.074838
FDL21,OUT018,606.3840080000001
FDN16,OUT027,1778.531566
FDJ09,OUT027,719.4701379999997
FDS01,OUT010,3248.551386
FDV33,OUT017,3942.794362
DRE12,OUT017,1684.3608140000003
FDR07,OUT013,1388.1131039999998
FDP48,OUT010,2879.0856499999995
NCB55,OUT035,904.9087540000004
FDQ08,OUT013,942.9791979999999
FDR34,OUT035,3680.9485380000006
FDO33,OUT046,1792.1205440000003
FDP13,OUT045,608.67436
FDX12,OUT049,3879.9761320000002
NCT06,OUT049,2434.005008
FDR16,OUT019,2923.9339380000006
FDE36,OUT046,2347.81054
FDZ36,OUT049,3064.4909759999996
FDV13,OUT045,1276.658184
NCZ17,OUT035,594.5594000000001
FDU56,OUT045,2877.228068000001
FDM09,OUT035,2715.378746
FDV02,OUT017,2708.720746
FDS34,OUT018,1620.0179020000003
FDA11,OUT049,1368.3921079999998
FDP09,OUT017,3247.5060799999997
FDB29,OUT027,2142.850668
FDT19,OUT017,2659.5913640000003
DRH15,OUT017,689.0297619999999
FDY38,OUT046,3767.2029279999992
FDF14,OUT027,2572.631226
FDN48,OUT010,1788.179008
FDQ12,OUT013,3832.47796
NCJ43,OUT045,2556.1926240000003
FDE17,OUT019,2158.39044
FDB05,OUT035,3826.246072000001
FDH10,OUT045,2760.5000120000004
NCR06,OUT017,620.545574
FDU32,OUT018,1847.9212419999997
FDD56,OUT049,2907.6351539999996
FDO36,OUT018,2769.0755159999994
FDH16,OUT010,1571.2214199999999
FDX10,OUT018,550.01738
FDZ37,OUT017,1281.3254419999998
FDU31,OUT010,3013.157796000001
DRC49,OUT049,2103.9679479999995
FDL15,OUT045,2354.808098
FDN32,OUT019,3004.329288
DRH59,OUT027,1250.665352
NCU29,OUT049,2269.6988840000004
FDR37,OUT019,3014.642529999999
FDS14,OUT018,2047.3216840000005
FDU02,OUT027,3740.2380280000007
FDJ08,OUT035,2913.5474580000005
NCZ06,OUT045,3765.8779860000004
FDO31,OUT049,1391.9015060000002
FDH31,OUT018,1806.7814600000004
FDS58,OUT017,2401.6404700000003
NCA53,OUT027,759.2783199999998
FDF50,OUT046,2799.096438000001
NCW42,OUT049,3450.015807999999
NCQ17,OUT045,2379.03656
FDK51,OUT018,4094.2172559999995
NCW41,OUT010,2488.707136
NCR29,OUT017,732.553108
FDB08,OUT019,2208.3653879999997
FDA40,OUT027,1566.8670880000002
FDL14,OUT018,2187.465926
FDB47,OUT046,3556.5571240000004
FDO03,OUT035,3620.6869800000004
DRK13,OUT019,2988.769542000001
FDX13,OUT010,3811.9247139999998
FDF52,OUT046,2798.6104039999996
FDT11,OUT013,3034.003994
FDB08,OUT013,2350.97309
FDQ28,OUT018,2691.3034180000004
FDD29,OUT045,4090.1825079999994
NCQ29,OUT027,4018.56906
NCO02,OUT013,1044.6335419999998
FDR56,OUT010,3315.131386
NCM54,OUT049,1871.1842940000001
FDP51,OUT035,1954.1096839999998
FDT38,OUT013,1200.9633820000001
FDZ20,OUT018,3972.275986
FDJ53,OUT013,1986.2079019999999
FDX13,OUT049,3925.5567999999994
FDP58,OUT035,3477.526663999999
NCK31,OUT019,748.1394860000001
FDA35,OUT018,2051.809176
FDV37,OUT018,3401.7586240000005
NCO07,OUT027,3006.8659860000002
FDA20,OUT045,3039.1239960000003
FDZ59,OUT035,2492.78849
NCY17,OUT017,659.8078
FDQ28,OUT035,2412.739356
FDV35,OUT017,2332.783434
FDQ36,OUT013,553.5794099999999
FDD34,OUT018,2360.806956
FDK51,OUT045,4106.294868
FDV31,OUT035,2575.434244
FDR04,OUT035,1362.479804
FDR14,OUT049,976.2492239999999
DRC36,OUT010,2936.2112899999997
FDE39,OUT019,1643.021292
FDP57,OUT049,1518.729748
FDE57,OUT046,1920.0007500000002
NCN18,OUT046,1809.950668
NCQ05,OUT018,2352.2713999999996
FDW47,OUT035,1740.687494
FDV46,OUT035,1965.3883360000002
NCP29,OUT045,932.8523800000003
FDE09,OUT018,1641.0372080000002
NCU06,OUT027,3883.3117899999993
FDT19,OUT010,2496.8698440000003
DRF15,OUT017,2269.6855680000003
DRI51,OUT013,2805.2018239999998
NCX54,OUT013,1658.281428
DRE01,OUT013,3915.1503460000004
NCB07,OUT045,2724.9396340000003
FDU50,OUT035,1674.9264280000002
FDG40,OUT035,550.6565479999999
FDW10,OUT018,2510.825012
FDX51,OUT013,3030.734916
NCP17,OUT045,862.4573459999999
FDP21,OUT035,2995.580676
FDL04,OUT045,1621.908774
FDV23,OUT013,2029.7845120000002
FDF24,OUT046,1193.100284
FDH56,OUT027,2213.0526200000004
FDB51,OUT049,873.602838
FDI58,OUT027,1927.7772939999998
FDR20,OUT013,647.6436340000001
FDC51,OUT018,2154.4888519999995
FDB16,OUT027,1577.9460000000001
FDE40,OUT049,935.71532
NCM17,OUT035,682.4649740000001
FDU56,OUT035,3040.402332
FDS32,OUT019,1996.254824
FDX02,OUT049,3646.2337259999995
FDT39,OUT027,2575.920278
FDE35,OUT017,785.517498
NCI42,OUT019,3475.6091599999995
DRL23,OUT046,1586.5814259999997
FDA10,OUT046,1970.0955419999998
FDA11,OUT013,1328.084576
NCM06,OUT046,2126.79823
NCT05,OUT035,4180.1853519999995
NCQ02,OUT010,3145.6187059999997
NCY06,OUT049,2060.4379440000002
FDY56,OUT035,3640.747534
FDL02,OUT035,1575.742202
NCI06,OUT035,3045.9018399999995
FDQ14,OUT045,2187.346082
FDQ12,OUT017,3877.765676000001
FDP36,OUT046,658.482858
FDK21,OUT027,3923.02676
FDO40,OUT045,2385.268448
NCK54,OUT019,1687.6498659999997
FDY09,OUT018,3063.126086000001
NCW30,OUT049,3775.938224
NCC55,OUT027,621.664118
FDE58,OUT018,1800.336516
FDR39,OUT013,2883.0005540000006
FDU28,OUT049,2706.7366620000003
FDH08,OUT017,3777.775832
FDG35,OUT045,2572.205114
FDG22,OUT049,548.013322
FDC34,OUT035,2416.22149
FDP15,OUT018,3957.5285159999994
FDK34,OUT010,3934.5783900000006
FDU45,OUT035,1879.6133219999997
FDQ04,OUT027,644.021682
FDX22,OUT018,3543.2677559999997
FDB45,OUT017,1551.673532
NCH43,OUT027,3049.091022
DRE60,OUT046,3456.973418
FDD17,OUT027,3790.4926119999996
NCM54,OUT017,1988.0788
NCH55,OUT013,1915.5132580000002
NCT06,OUT017,2312.35669
FDA48,OUT027,3533.70021
FDY58,OUT027,3813.0632320000004
FDO25,OUT045,3277.9730879999993
FDN50,OUT045,1442.22267
FDH35,OUT035,2370.188078
FDK09,OUT045,3700.369923999999
FDO16,OUT013,1310.367638
FDW11,OUT045,1050.8254820000002
FDU47,OUT027,2109.1745039999996
NCQ42,OUT010,1868.50112
FDK55,OUT027,1615.8233619999999
FDN08,OUT049,1674.8997960000002
FDT57,OUT045,3972.1827740000003
FDJ12,OUT018,3543.3875999999996
DRL59,OUT017,789.1128180000001
NCN53,OUT046,556.562194
FDO51,OUT010,654.228396
FDK56,OUT017,3064.990325999999
FDY12,OUT035,749.431138
FDU15,OUT035,544.4313179999999
FDQ19,OUT046,3672.8723840000002
DRF15,OUT045,2378.3973920000003
DRE25,OUT019,1628.58009
FDK57,OUT018,1934.0091819999998
FDD33,OUT010,3808.0231260000005
FDR34,OUT027,3850.6742740000004
FDU04,OUT045,1868.214826
FDE35,OUT019,996.6559940000001
NCD31,OUT035,2612.992022
FDJ56,OUT035,1555.6350419999999
NCU53,OUT046,2339.52133
FDD39,OUT035,3151.93049
NCU17,OUT019,1539.469418
FDJ20,OUT046,2015.9625039999999
NCW41,OUT018,2465.9634079999996
FDL52,OUT035,609.732982
FDS39,OUT035,2153.390282
DRJ47,OUT045,2426.301702
FDP13,OUT010,609.533242
DRK39,OUT010,1325.34148
FDF28,OUT010,2013.9850780000002
FDB09,OUT045,1942.6379499999996
FDM51,OUT046,1626.0833400000004
DRM49,OUT018,684.136132
DRF23,OUT013,2519.040984
DRH01,OUT035,2694.0398560000003
FDH12,OUT027,1700.679572
FDA28,OUT019,1954.269476
FDW37,OUT018,1222.169112
FDF02,OUT046,1411.515974
DRL37,OUT046,575.204594
NCF43,OUT046,2176.9596020000004
FDH08,OUT010,3657.8519359999996
FDR34,OUT019,3670.635296
NCK19,OUT049,2827.712522
NCD55,OUT018,633.80831
FDT27,OUT049,3729.4454100000007
FDQ57,OUT045,2342.98349
FDA47,OUT035,2491.530128
DRG15,OUT027,1078.635948
FDE05,OUT018,2523.3353939999997
FDN46,OUT046,1665.871548
FDX27,OUT027,1891.3580339999999
FDT51,OUT045,1788.90473
FDU33,OUT013,663.6428080000001
FDJ16,OUT027,1154.676966
FDD20,OUT019,1725.4739640000003
FDT36,OUT049,519.776744
DRF15,OUT027,2507.7157260000004
FDN52,OUT010,1397.78052
FDC22,OUT027,3375.0999920000004
FDX15,OUT045,2615.0892919999997
FDT13,OUT013,3426.766072
FDU04,OUT017,1896.6444859999997
FDU31,OUT019,2935.359066
FDW59,OUT027,1554.0238060000004
NCO29,OUT046,2557.497592
FDL15,OUT035,2410.3158439999997
FDI41,OUT049,2308.92782
FDQ48,OUT049,1692.1972799999996
DRI39,OUT013,983.0070939999999
FDI08,OUT013,3772.409484
FDC21,OUT049,1601.295606
FDF58,OUT035,1079.434908
FDS08,OUT010,2436.5883120000003
FDE47,OUT045,2156.6993079999997
NCP18,OUT019,2188.557838
NCR41,OUT013,1438.5541119999998
FDA27,OUT013,3664.5232519999995
FDA43,OUT035,2869.751134
FDA49,OUT045,1217.64833
NCE55,OUT018,2788.463612
DRM49,OUT027,715.7682900000001
FDF22,OUT027,2853.692038
FDQ15,OUT018,1165.9223279999999
NCS54,OUT017,2940.0196660000006
NCY05,OUT013,583.620306
FDR45,OUT046,3878.245052
FDK57,OUT049,1938.4567259999997
FDF41,OUT010,3759.7792580000005
FDV21,OUT046,2052.674716
FDD51,OUT046,694.156422
FDF33,OUT046,1619.918032
FDA38,OUT046,3523.360336
FDR56,OUT045,3240.654998
NCN41,OUT017,1958.670414
FDC60,OUT027,1616.99517
