Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_GBM
FDW10,OUT018,2507.2576466394894
FDX51,OUT013,2834.363289128222
NCP17,OUT045,1000.019752173731
FDP21,OUT035,3306.163706897306
FDL04,OUT045,1597.2553710602615
FDV23,OUT013,2081.6726844726873
FDF24,OUT046,1280.9248666301553
FDH56,OUT027,3059.9113099926176
FDB51,OUT049,961.1131409791956
FDI58,OUT027,2505.3390961303767
FDR20,OUT013,758.7613391694828
FDC51,OUT018,1691.448939087831
FDB16,OUT027,2429.4793613644338
FDE40,OUT049,981.229405708839
NCM17,OUT035,877.1996706032621
FDU56,OUT035,3436.301933376861
FDS32,OUT019,245.53339103206864
FDX02,OUT049,3787.6655103315948
FDT39,OUT027,3935.9951963584854
FDE35,OUT017,850.3980940649549
NCI42,OUT019,490.9657102097858
DRL23,OUT046,1609.6561125632095
FDA10,OUT046,2014.7662485151986
FDA11,OUT013,1434.615837731654
NCM06,OUT046,2335.4677748540003
NCT05,OUT035,4356.817306805699
NCQ02,OUT010,372.4537608849631
NCY06,OUT049,2230.770078183605
FDY56,OUT035,4698.394680148688
FDL02,OUT035,1911.0292317886435
NCI06,OUT035,2873.422391366752
FDQ14,OUT045,2134.470681074704
FDQ12,OUT017,4129.176507949662
FDP36,OUT046,778.4690289244476
FDK21,OUT027,6803.015744551266
FDO40,OUT045,2684.703511715842
NCK54,OUT019,112.615694712485
FDY09,OUT018,2591.926595962644
NCW30,OUT049,3715.4681667983778
NCC55,OUT027,851.75377675602
FDE58,OUT018,1613.3496217023594
FDR39,OUT013,3442.1528613242676
FDU28,OUT049,3231.496618177992
FDH08,OUT017,4020.2977057501785
FDG35,OUT045,2418.8651781941467
FDG22,OUT049,583.182163023459
FDC34,OUT035,3025.756153141082
FDP15,OUT018,3858.9956244932823
FDK34,OUT010,538.3248199243128
FDU45,OUT035,2018.5411687594776
FDQ04,OUT027,870.991489998189
FDX22,OUT018,2991.6193759257253
FDB45,OUT017,1547.0286075728202
NCH43,OUT027,4658.113227906293
DRE60,OUT046,3660.2568232071567
FDD17,OUT027,6399.080891218845
NCM54,OUT017,2082.4136163007433
NCH55,OUT013,2095.268431697678
NCT06,OUT017,2691.655675219409
FDA48,OUT027,5065.4425033455445
FDY58,OUT027,7023.136170386136
FDO25,OUT045,3258.1670834876213
FDN50,OUT045,1596.3676216107413
FDH35,OUT035,2831.207891712513
FDK09,OUT045,3892.3882307391596
FDO16,OUT013,1403.3874881724505
FDW11,OUT045,1034.5287212925973
FDU47,OUT027,3863.295183539867
NCQ42,OUT010,176.30227756152652
FDK55,OUT027,2530.6005089281
FDN08,OUT049,1944.3091867207909
FDT57,OUT045,3816.824890971574
FDJ12,OUT018,3023.7594470854874
DRL59,OUT017,805.0237019911291
NCN53,OUT046,548.209108065779
FDO51,OUT010,155.8433024467961
FDK56,OUT017,2975.554288408435
FDY12,OUT035,789.8033680148716
FDU15,OUT035,731.3139117654756
FDQ19,OUT046,3388.0604468197234
DRF15,OUT045,2512.62551836366
DRE25,OUT019,154.00244929784307
FDK57,OUT018,1721.6613129256991
FDD33,OUT010,645.5146623050181
FDR34,OUT027,6649.371188208359
FDU04,OUT045,1943.9046463076045
FDE35,OUT019,144.10734470061675
NCD31,OUT035,3279.028498500478
FDJ56,OUT035,1615.3197833372874
NCU53,OUT046,2557.798473243034
FDD39,OUT035,3583.5559272776986
NCU17,OUT019,243.3831452652064
FDJ20,OUT046,2059.6546701135803
NCW41,OUT018,2345.3532659557854
FDL52,OUT035,625.6410847274705
FDS39,OUT035,2321.316528977013
DRJ47,OUT045,2735.5870367218495
FDP13,OUT010,135.25523597661757
DRK39,OUT010,314.59186597119833
FDF28,OUT010,245.7750668031848
FDB09,OUT045,1761.2247447696443
FDM51,OUT046,1594.6861697810696
DRM49,OUT018,586.1913812808107
DRF23,OUT013,2526.2868163455423
DRH01,OUT035,2986.343189268417
FDH12,OUT027,2707.362163196074
FDA28,OUT019,248.43967660885076
FDW37,OUT018,1168.6536382904385
FDF02,OUT046,1685.8062396021885
DRL37,OUT046,644.3316532009851
NCF43,OUT046,2177.6444748994068
FDH08,OUT010,494.47220701511264
FDR34,OUT019,577.4408505220858
NCK19,OUT049,3630.0277396667816
NCD55,OUT018,592.6262900526538
FDT27,OUT049,3694.936238785517
FDQ57,OUT045,2186.8086455648213
FDA47,OUT035,2330.4165969678616
DRG15,OUT027,1751.325458526682
FDE05,OUT018,2048.949445616624
FDN46,OUT046,1751.817427592679
FDX27,OUT027,2603.793457729115
FDT51,OUT045,1451.5035522329965
FDU33,OUT013,714.6532518805026
FDJ16,OUT027,1580.5620150628547
FDD20,OUT019,248.52311281050945
FDT36,OUT049,621.7095955315527
DRF15,OUT027,3767.5846388707546
FDN52,OUT010,217.4041396010998
FDC22,OUT027,5637.201089896346
FDX15,OUT045,2689.059611623331
FDT13,OUT013,3150.760498253046
FDU04,OUT017,1977.8079134430757
FDU31,OUT019,516.3228024481907
FDW59,OUT027,2268.828130886007
NCO29,OUT046,2471.4881730804764
FDL15,OUT035,2674.2300834878406
FDI41,OUT049,2447.384931496314
FDQ48,OUT049,1680.8808200411024
DRI39,OUT013,896.5576452303475
FDI08,OUT013,4105.734349124667
FDC21,OUT049,1743.2700828735262
FDF58,OUT035,1056.1252551804844
FDS08,OUT010,411.6091351055876
FDE47,OUT045,1848.4350397248886
NCP18,OUT019,385.2449295187154
NCR41,OUT013,1605.9525131632247
FDA27,OUT013,3275.1097205381366
FDA43,OUT035,3370.38652399416
FDA49,OUT045,1378.7277677370598
NCE55,OUT018,2863.9069725017307
DRM49,OUT027,1126.0051835572951
FDF22,OUT027,4817.758832878627
FDQ15,OUT018,1176.0820976349062
NCS54,OUT017,3297.9533564847043
NCY05,OUT013,551.0599585002888
FDR45,OUT046,3877.7525615422023
FDK57,OUT049,2259.964422854126
FDF41,OUT010,631.7897178087715
FDV21,OUT046,2118.5578894986315
FDD51,OUT046,756.9557889823706
FDF33,OUT046,1863.7782228136714
FDA38,OUT046,4011.8184513937126
FDR56,OUT045,3166.6124017144407
NCN41,OUT017,2069.7174408640008
FDC60,OUT027,2453.3758823282037
FDB47,OUT045,2552.1811269111536
DRH01,OUT013,3006.5877010167
FDW08,OUT046,1733.1573648994777
FDF38,OUT027,1009.1772277422268
FDY32,OUT017,2394.207731354438
FDG34,OUT049,1737.6378483597848
FDG47,OUT019,477.9393210613083
NCF18,OUT035,3308.6347585108138
FDL39,OUT019,507.07394736685023
NCH55,OUT035,2116.5417668297127
DRJ35,OUT049,920.7271144838062
FDS44,OUT035,3877.9429601958045
DRE01,OUT018,3864.7438686854643
FDY39,OUT013,3372.8727482190875
FDY32,OUT018,2283.8645533629656
FDR33,OUT027,3128.455140663111
NCP50,OUT049,1286.8598459267432
FDZ47,OUT018,1284.7631729964749
FDU57,OUT049,2446.9878632133386
FDY44,OUT013,3012.900563451663
DRH59,OUT018,980.3876478002235
FDB03,OUT027,6220.225713770965
FDY46,OUT045,2658.867609576489
FDM39,OUT045,2672.0715769534904
FDY36,OUT035,1337.7234363065954
NCM55,OUT035,3194.704816251484
FDJ50,OUT010,149.6104457606769
DRL60,OUT013,2293.3625357454303
NCJ54,OUT049,3705.5997633566367
FDX59,OUT017,573.0914493093195
FDI07,OUT013,3547.161823389154
DRF51,OUT010,144.2288733668692
FDM14,OUT017,1829.1081578122505
FDP21,OUT045,3083.079198815535
FDE40,OUT035,1047.7561401018663
FDE05,OUT035,2491.725495406458
FDM13,OUT027,3401.843747806404
FDC34,OUT027,4386.646899277703
NCI55,OUT018,1657.8364356028221
NCE43,OUT018,2422.764270785736
FDW58,OUT018,1428.9158572599094
FDG60,OUT045,3305.0179059554484
FDV31,OUT017,2597.211486893324
FDR47,OUT013,3097.7050354485787
FDM60,OUT019,156.53522896371328
NCF06,OUT018,3141.137265867627
NCN26,OUT027,2830.976747811862
FDQ59,OUT049,1442.925877652974
FDF09,OUT046,636.2594944952963
NCS06,OUT017,3597.6591659322303
FDT44,OUT046,1929.5460722630517
FDI19,OUT017,3834.618099992446
FDT22,OUT017,1023.6420027852308
NCF54,OUT027,4718.030148171671
DRG25,OUT045,2821.1193531823224
FDB59,OUT017,3395.8588110849964
FDQ37,OUT017,3800.0124673160153
FDP56,OUT035,824.6302714797096
FDW44,OUT035,2795.267547298091
FDJ26,OUT010,512.3136323739063
FDU43,OUT018,3395.97735833366
FDW33,OUT045,1563.9054187027043
NCX53,OUT027,3248.7494697598254
FDN56,OUT010,294.87533553990494
DRF15,OUT049,2532.117717762976
FDO33,OUT017,1913.2621854511738
FDZ39,OUT010,236.52809430943566
NCJ19,OUT017,786.952441968808
FDU01,OUT035,4069.3810089299855
FDT12,OUT035,3834.5387563295535
NCM18,OUT018,880.343204881334
FDP19,OUT017,2320.505747228811
NCR42,OUT049,605.3609162735767
FDN10,OUT046,1921.9064435970915
FDG44,OUT017,865.7618852219149
FDQ10,OUT046,3181.0998136395046
DRH13,OUT049,1734.0415940036019
FDT52,OUT013,4244.238949385515
FDM56,OUT045,1761.621451672073
NCO43,OUT010,462.99794969969173
NCV29,OUT035,2986.6784984846
NCF06,OUT013,4268.212808540091
FDO50,OUT035,1366.7405941836437
FDT59,OUT013,4263.11560770419
FDX40,OUT027,1037.9003407147545
FDE50,OUT017,4030.9659416824516
FDX51,OUT017,3199.5861533538655
NCD30,OUT018,1323.7876294659686
FDK15,OUT013,1786.1179342176658
FDL12,OUT045,937.4975803571708
FDK46,OUT017,4896.260933865497
DRH49,OUT010,103.50563197117064
FDQ57,OUT046,2499.278118633963
FDY59,OUT017,1485.3331295562455
FDO09,OUT018,3886.2261600745205
NCG30,OUT035,2115.688100052801
FDM09,OUT017,2594.4646489192805
NCN17,OUT027,2680.2518603300846
NCS42,OUT013,1189.2218663477718
FDD02,OUT019,252.43602124562383
FDE34,OUT013,3512.874983453865
FDU38,OUT045,2775.6735477712664
FDB33,OUT046,2656.8597963041534
NCJ29,OUT017,1383.4957321508061
FDZ27,OUT035,722.2702157452084
FDI40,OUT013,1641.9373309898663
FDG22,OUT013,593.5692813106212
FDT51,OUT017,1803.6468763828232
FDF20,OUT018,2859.8996194770907
FDV50,OUT035,2025.4779829192348
FDT02,OUT049,630.6032450023384
DRC49,OUT017,2375.2510307479106
FDF26,OUT049,2400.8514887696615
FDV52,OUT035,2138.212781854205
FDX59,OUT049,574.1601966517904
FDV25,OUT035,3722.1674603970487
FDW23,OUT027,1041.6706671394707
FDE53,OUT018,1341.9920326533056
FDA19,OUT017,2121.8598798513103
FDH22,OUT046,2103.1803481684933
NCO41,OUT013,1556.2664701737954
FDX12,OUT017,4328.262635856431
FDF17,OUT013,3005.641354856376
FDS11,OUT045,3964.007594944895
FDR51,OUT035,2742.5913144291853
FDT49,OUT010,220.92620310205615
FDC56,OUT013,2104.396611543361
FDR13,OUT027,2996.3072639875154
FDQ60,OUT035,1985.9161410932431
FDN38,OUT049,4129.053060075808
NCL29,OUT013,2582.1882580980146
FDO13,OUT027,4063.563629503539
FDE26,OUT018,2236.808034088927
FDA31,OUT010,416.7932256641213
FDX14,OUT035,1222.9129064530814
FDA34,OUT045,2841.9106673441615
FDF26,OUT013,2514.5832549163483
FDE38,OUT045,2205.298627372699
DRI11,OUT046,1898.3346485756215
FDQ60,OUT027,2978.751929978444
FDL21,OUT027,893.9261327065093
DRC12,OUT027,5291.250261269175
FDC47,OUT046,3558.1791775270426
FDE57,OUT045,1942.9629026365305
FDT14,OUT045,2055.0695979014044
NCZ53,OUT046,3129.656527954346
FDE28,OUT018,4002.26901318419
FDR19,OUT035,2571.840861702137
NCF54,OUT019,520.4195755655094
FDZ08,OUT046,1297.281658428056
NCJ05,OUT018,1983.2375678456237
FDF59,OUT046,2058.9566387167183
NCO05,OUT035,1720.5808803732716
FDW24,OUT018,610.5874599276722
NCX42,OUT018,2511.8271909271743
NCA53,OUT035,710.4586222870442
FDI45,OUT019,499.53207609879655
FDG46,OUT046,1984.0349807913633
FDM20,OUT010,356.0420232979038
FDW11,OUT010,193.73335427991515
FDX08,OUT035,3715.412740169429
NCK17,OUT035,749.8703081555262
FDK32,OUT018,2042.4130280730983
NCA42,OUT035,2834.6100901778473
DRI01,OUT035,3473.624880938012
NCL55,OUT049,4160.888828026841
DRE25,OUT018,1228.2889502845105
FDD14,OUT017,2848.837505091814
FDB10,OUT046,3824.2344153028416
DRN11,OUT035,2167.3685497531114
FDP38,OUT018,673.297990373131
NCA30,OUT017,3032.349802900528
FDT15,OUT017,3375.6764817192607
NCP55,OUT018,762.3729268309079
FDF12,OUT035,2635.617513408201
FDM21,OUT018,3635.953219754451
FDX56,OUT035,4033.355350382871
FDF10,OUT017,2695.769312639729
FDT32,OUT045,2745.8443251716226
FDM51,OUT018,1281.5223495659202
NCR50,OUT018,2140.5574560994623
FDI19,OUT049,3999.530680031397
FDX21,OUT017,1680.6513489327635
FDR31,OUT035,2525.7518588210737
FDY02,OUT013,4074.3045598491885
NCA29,OUT045,3571.982269257323
NCX17,OUT046,3214.822383472496
FDM12,OUT045,3120.1539906130147
FDI53,OUT027,4035.2722818390007
NCU30,OUT049,2723.527585681892
FDC56,OUT027,3164.597641156699
FDK27,OUT018,1631.4708261551095
NCK18,OUT017,2690.1527648863907
FDB52,OUT019,579.3256221221492
DRG25,OUT027,5480.39325965939
FDZ13,OUT049,804.0938848628637
FDB57,OUT019,582.1828261264664
FDR40,OUT046,1361.0231154748394
NCO14,OUT019,176.32946590455495
NCN19,OUT045,2643.3081588703935
FDQ28,OUT019,386.32635136345243
FDO13,OUT018,2240.4357404093644
FDK48,OUT013,1133.4028626756665
FDU07,OUT018,2013.142798113644
FDW20,OUT046,2168.4760368276015
FDV12,OUT010,237.62578267611755
FDH24,OUT013,2476.963846282522
FDV59,OUT049,3553.8043702248824
FDK57,OUT045,2025.3301778101293
FDL16,OUT027,1298.308503289844
NCQ17,OUT046,2634.1968907323953
FDJ15,OUT018,2859.755433673435
FDX24,OUT049,1432.5928306281105
FDT47,OUT046,1806.5964093332996
FDT10,OUT049,1029.958637863704
FDZ37,OUT018,1082.042607718859
FDW43,OUT027,6793.497677315769
DRN36,OUT017,1567.253215066213
FDJ14,OUT045,1325.7867610069852
FDA32,OUT013,3302.7206749877087
FDJ38,OUT019,595.5154879018894
FDQ57,OUT017,2163.23842255208
NCQ41,OUT019,295.44077565172626
FDG56,OUT049,1003.6861541599388
DRC13,OUT027,3280.161018892989
FDV55,OUT035,2445.1689864941495
FDQ49,OUT045,3184.674922316246
FDE29,OUT010,171.88862801847745
FDR03,OUT013,4190.42651426754
FDD45,OUT049,1434.3884912302572
FDN38,OUT010,717.8594234202825
FDT56,OUT046,866.5154807963746
FDT48,OUT045,3514.340785710351
FDU03,OUT049,3216.709807268173
FDC56,OUT010,281.37959257606815
NCO43,OUT027,2718.8529702680685
FDQ27,OUT017,2019.2862420025479
FDR03,OUT046,3934.747883822158
DRH23,OUT010,174.0911173837184
FDG22,OUT045,616.3398970637544
NCJ42,OUT013,1764.2227565167068
FDR24,OUT046,1361.3758804330432
FDW60,OUT035,2749.525733126309
FDJ08,OUT013,3232.819569891685
DRL59,OUT018,750.8866378465268
FDG60,OUT010,535.2711678123162
FDW27,OUT017,2451.831906353016
FDX14,OUT018,1142.261086420833
FDC20,OUT013,769.6786062962386
NCS29,OUT018,3550.199031840775
FDJ56,OUT046,1682.7641103157944
FDB20,OUT019,232.49072406484657
FDL28,OUT027,5895.183533941085
FDW01,OUT018,1833.9411458976804
FDL03,OUT046,2792.4308008808216
FDX22,OUT049,4200.216254003023
FDJ21,OUT035,2754.31240237215
FDR31,OUT045,2223.1284091467105
FDG21,OUT035,2531.800995119096
FDS22,OUT027,1016.4122366960092
FDK08,OUT035,1492.1788425726818
FDE17,OUT018,2228.822851740503
NCN30,OUT017,1561.398545676392
FDT50,OUT046,1596.6819735475306
NCX42,OUT049,2626.9563384478374
FDJ12,OUT035,3903.7570055331935
NCA18,OUT027,2942.141484147058
FDP23,OUT019,484.9261957709143
FDX12,OUT013,3781.6610536994845
FDN40,OUT018,2206.947725715658
FDV48,OUT035,1452.8976400832496
NCY54,OUT013,2739.0277628000813
FDL16,OUT010,172.65487660639386
FDR45,OUT018,3186.22545916175
FDJ52,OUT046,2582.564911321494
DRG01,OUT017,1335.1551388459482
FDP52,OUT013,3977.08183432908
FDU58,OUT017,3518.3103028121527
FDL02,OUT045,1689.650929556131
FDG28,OUT013,3841.8621455902817
FDA19,OUT035,2198.9154641825876
FDW46,OUT027,1941.1840115197404
NCD43,OUT049,1727.0724556121259
DRG39,OUT013,793.4081201073726
NCF55,OUT049,722.2096486562166
FDJ07,OUT046,2001.4782954082516
FDE08,OUT046,2544.845819987963
FDP56,OUT019,173.72344400737788
FDT45,OUT045,820.5430375794471
FDF17,OUT018,3151.449169556093
FDX44,OUT046,1368.3937131306327
FDM28,OUT027,4871.21464475992
FDI36,OUT049,3281.362904981009
FDS07,OUT045,1864.8277054484217
FDD36,OUT045,1807.0043748792382
FDW11,OUT046,986.6913354771569
FDN40,OUT049,2211.1868326269087
NCQ18,OUT049,1640.5217243822144
NCQ54,OUT017,2869.4301490330386
NCS42,OUT045,1389.1208201174484
DRH39,OUT010,325.065523686898
FDC09,OUT027,2689.6208558672442
FDT08,OUT010,403.0116833182113
FDC08,OUT035,4483.38302923209
FDT20,OUT017,625.5425415703749
FDS35,OUT035,1029.4611433226046
FDX58,OUT018,3042.440117893106
FDW58,OUT046,1797.2442340598714
DRD27,OUT046,1504.5063654685887
FDH32,OUT019,236.35521764440998
FDS26,OUT035,3989.9004397291833
FDQ31,OUT046,1381.9523550373726
FDP11,OUT018,3041.693797384123
FDD58,OUT017,1755.9257371733315
FDM33,OUT045,2992.2879071586476
FDZ16,OUT049,3281.3353765677552
NCS29,OUT010,385.9002239868329
NCM18,OUT019,245.65838208214805
FDP11,OUT049,3609.456854692884
NCC42,OUT017,2308.2981691130854
DRM23,OUT046,2583.096736025677
NCN55,OUT027,4899.098988444655
FDK46,OUT013,5018.868905136427
FDR01,OUT046,3565.589256267831
NCA05,OUT045,2047.302789352487
NCP43,OUT017,2804.9153514680684
FDR12,OUT010,448.8571053541061
FDQ01,OUT013,3257.9873421019424
FDM13,OUT046,2146.2691382492367
FDQ19,OUT017,4582.23222736549
FDK56,OUT019,426.39635244348557
NCX06,OUT010,560.9434173184326
FDO56,OUT027,2958.769772685362
FDU45,OUT045,1842.1159737124362
FDI16,OUT019,174.11142503332132
FDL32,OUT046,2030.0322637856077
FDA07,OUT046,2047.6763134885523
FDA14,OUT045,2472.3633058265386
FDV46,OUT027,3538.956903671918
NCO07,OUT035,2810.157922898018
NCP41,OUT046,1718.426295455712
FDY60,OUT018,1849.8564847700795
FDN38,OUT017,3764.533398363109
FDO15,OUT046,1182.997082572364
FDT60,OUT013,2031.780312452683
FDA55,OUT035,4572.266267104838
FDE02,OUT010,225.98536029224238
DRJ39,OUT049,4005.958479651923
FDV34,OUT035,1211.7926134132779
FDS20,OUT027,5234.648398739207
FDF02,OUT027,2822.7050431527227
FDW40,OUT017,2453.5733687127295
NCB43,OUT046,2913.114302094733
FDR58,OUT017,1446.3833438521617
DRJ59,OUT035,581.7969123978565
NCD30,OUT017,1669.6114993260426
FDE14,OUT017,1581.7866244430948
FDC28,OUT018,1364.7490768242824
FDU16,OUT018,1149.4630588489374
NCD19,OUT035,871.3452704367287
FDU21,OUT046,538.4813583673849
FDV59,OUT027,5101.380678041315
FDU03,OUT045,3951.785225348168
FDC33,OUT010,713.1395065927691
NCR42,OUT035,734.7629912484529
DRH59,OUT035,1124.7689704762688
NCM31,OUT035,2030.925287203514
FDS50,OUT035,4058.7517945249824
FDP39,OUT046,868.3007179746784
FDQ55,OUT013,2007.3658632141614
FDV36,OUT019,246.68532611462484
FDI05,OUT027,2312.72405997824
FDS45,OUT027,2689.6208558672442
FDA39,OUT045,648.0197061534942
FDC37,OUT010,199.0082768734929
FDJ60,OUT027,4269.19789136842
DRQ35,OUT046,2052.528975524465
NCJ06,OUT046,2022.3427804092348
NCY42,OUT018,1938.8175965861346
DRM37,OUT049,2806.4707001998704
FDR14,OUT045,733.6837183448257
FDE51,OUT049,587.0365565095602
FDT33,OUT017,2503.7989204345777
FDR08,OUT013,1846.1214554205073
FDE36,OUT010,358.99891680293655
FDL22,OUT019,220.02587552849602
FDR44,OUT013,2154.235801235273
FDI56,OUT019,230.49366280935197
FDE47,OUT010,226.5644510851522
FDV27,OUT010,194.38925220320684
FDV10,OUT049,628.0308826663202
FDC40,OUT045,1333.9045463639131
NCX41,OUT013,3257.730848730667
NCQ38,OUT027,2559.0484945592507
FDV12,OUT027,2746.8882141588197
FDE52,OUT017,1384.5905230949409
FDG20,OUT027,4540.969741306015
FDV16,OUT027,952.7449632940926
FDI32,OUT017,1977.7670778622635
FDJ32,OUT049,938.6084761197081
FDN39,OUT018,2207.2632689032844
FDY34,OUT017,2914.6811472934187
FDC14,OUT035,678.3227380799096
FDA55,OUT017,4519.463271780329
FDZ50,OUT010,663.6487404915442
DRG13,OUT049,2624.9398912995807
FDP01,OUT013,2383.30648518379
NCG54,OUT017,3308.3446385976736
FDM13,OUT045,1665.2149402492953
NCO18,OUT027,5185.249686731491
NCW41,OUT013,2544.714271374088
FDM52,OUT027,3984.674535406198
NCF55,OUT035,698.5578520688894
FDT09,OUT046,2209.2795717378212
NCM19,OUT035,1929.9305639655502
FDW12,OUT018,1985.8805951301579
FDP15,OUT019,753.4676780360477
FDK36,OUT045,766.8337952041388
FDZ25,OUT035,3536.07781387569
NCW06,OUT049,3413.2060182606347
FDW60,OUT046,2890.997148307061
DRC49,OUT013,2168.4053570395376
NCT17,OUT035,3197.2417288757397
NCN06,OUT018,2574.227042186481
FDC45,OUT013,2743.3766949899723
DRJ47,OUT019,453.2435801018312
NCF06,OUT045,3686.750843478281
FDE21,OUT010,260.2819405224379
DRG27,OUT013,705.7127959255782
FDW40,OUT049,2265.332572706063
NCO53,OUT046,2949.5920950722743
FDE23,OUT049,668.7813860499384
FDQ16,OUT046,1758.1929738858537
FDS26,OUT045,3780.9275076719655
FDZ13,OUT010,164.90095497576195
FDS14,OUT049,2384.454851967439
FDC10,OUT045,1929.2819598800038
FDY16,OUT049,3694.173368278506
FDJ20,OUT035,2115.1043773796414
FDV43,OUT035,515.5564076809767
FDZ32,OUT027,2592.176013311283
FDR23,OUT046,2562.7903966508798
FDN24,OUT035,933.0897498580616
FDE34,OUT027,5197.342964924757
FDU31,OUT013,3006.0711292486103
FDW33,OUT018,1584.147065925728
FDU26,OUT046,1830.571637956613
FDE20,OUT027,4435.497742333703
NCW05,OUT035,1730.5291199436194
FDB22,OUT018,2212.402237706344
FDO56,OUT046,1915.46193737155
FDA19,OUT027,3415.645419679549
DRI39,OUT045,833.3868843022846
FDH52,OUT018,869.5018620586605
FDZ50,OUT035,3232.302856376289
NCN42,OUT035,2554.6110536052383
FDB53,OUT013,2699.125153990978
DRG11,OUT017,1763.218116358902
DRK11,OUT027,3927.636697454568
FDQ60,OUT017,2089.436467801391
FDT36,OUT017,600.6788046118552
DRG25,OUT018,3188.286650293508
DRJ23,OUT046,2908.6978529069415
FDG05,OUT035,2500.829945912537
NCK06,OUT018,1761.196849769135
FDU52,OUT017,2318.5276711917713
FDW07,OUT018,1181.4381651176125
NCM17,OUT045,663.7199790799655
FDA22,OUT045,2494.7797763286417
NCA41,OUT018,2807.098323523877
FDF38,OUT035,700.9184916038507
FDH52,OUT046,981.2080199497618
FDY58,OUT019,707.1979069427302
FDZ16,OUT045,3453.867267661343
NCM18,OUT017,1018.7440608074609
FDA22,OUT018,2594.3277205258555
NCJ43,OUT035,3118.4269445767345
FDI34,OUT027,6933.306255878806
FDG56,OUT046,1000.249693824451
FDS34,OUT046,1849.1052048197555
DRC01,OUT035,756.0624819363069
FDQ04,OUT035,816.8131860669627
FDK04,OUT035,888.4067986078064
FDT51,OUT049,1619.733825581478
FDV26,OUT017,3213.417357608175
FDS04,OUT049,2242.1295455619356
FDW43,OUT018,3049.7971168909453
FDQ28,OUT010,395.80678302103627
NCK06,OUT017,2019.6031335179478
FDS23,OUT018,1755.9803591050756
FDZ36,OUT019,574.141052669904
FDE56,OUT018,776.703756221713
FDW10,OUT027,4994.675103803681
NCN14,OUT045,2534.7888334970817
NCQ18,OUT045,1465.0395322921559
FDW08,OUT017,1809.1974016302947
FDU43,OUT035,4390.537848051928
FDR33,OUT010,253.52045219522358
FDM24,OUT010,367.4484460318006
NCZ05,OUT046,1628.692129631286
NCV41,OUT035,1842.4630469207766
FDV11,OUT018,2453.405734132079
NCY05,OUT035,679.5404442089477
FDV44,OUT018,2951.438464009373
FDW32,OUT049,1311.4256275201606
NCU18,OUT027,3470.2706403475017
NCC43,OUT035,3910.1278571027965
FDW19,OUT013,1832.7444811076232
FDN31,OUT035,3473.0432387688006
FDI48,OUT045,742.8652251662651
FDS24,OUT017,1320.149310242635
FDF46,OUT049,1852.1868635731837
DRG23,OUT017,2250.297145397164
FDG14,OUT018,2155.544094401627
NCY30,OUT049,3021.991836561296
FDO28,OUT018,1639.0606672407237
DRD24,OUT035,2215.9336207746073
FDI33,OUT049,1463.1976730881945
FDN32,OUT046,3288.1069778444553
FDR16,OUT045,3774.145722421209
FDF26,OUT046,2477.1846885407726
NCN29,OUT018,644.247105471882
FDE20,OUT045,2956.79042547102
FDA46,OUT046,3164.2323970512284
FDU28,OUT045,2987.7026572735876
FDQ48,OUT045,1619.5866379552806
FDV36,OUT013,2172.967025749674
FDR14,OUT018,570.5288028420387
FDP23,OUT017,3970.445549033607
FDP56,OUT013,786.8604162430768
FDK48,OUT010,197.83611197620453
FDR48,OUT046,2353.123371481412
NCY29,OUT049,915.8336522298072
FDM22,OUT018,728.762601431354
DRJ01,OUT013,2348.791313228354
FDZ43,OUT045,3707.899259008808
FDV03,OUT035,2639.110995192265
FDX11,OUT027,4793.313950744442
NCA41,OUT027,5152.726688317875
FDE38,OUT017,2439.804700064486
FDI27,OUT018,700.9823266772123
FDN32,OUT013,3418.130252100866
NCN43,OUT017,2094.9460457415908
FDB47,OUT027,5716.32212623242
FDV03,OUT017,2395.9010843155675
NCN30,OUT045,1547.53287887332
NCV54,OUT010,200.66197057797532
FDV07,OUT013,1688.3163033969129
FDP07,OUT049,2689.978011168064
FDK48,OUT018,968.6938496387738
FDM15,OUT019,385.57515364920636
FDY19,OUT027,3097.034160050559
FDK46,OUT046,4536.791756381334
FDY11,OUT045,962.3387573218912
FDH09,OUT046,904.1935465024605
FDO08,OUT027,4294.7198526403745
FDU14,OUT013,4003.8736715453174
FDD22,OUT027,3339.7344334166655
FDM27,OUT017,2772.3871003536096
FDL02,OUT027,2801.035385510802
NCA17,OUT035,2585.458319371139
FDE38,OUT019,306.4111713891122
NCG07,OUT049,3446.9936006813305
DRC27,OUT013,3943.4728877732687
FDA27,OUT035,3251.3891304678236
FDW40,OUT045,2217.424784542241
DRI11,OUT013,1931.2040289900228
FDN50,OUT046,1566.3671498997626
FDR12,OUT046,3098.246178983961
FDT34,OUT027,2933.1861876895737
FDW11,OUT035,1027.0397705756175
NCO30,OUT027,4679.131498054836
FDZ34,OUT017,2895.0054893332454
FDU45,OUT017,2005.8501348089278
NCD42,OUT035,698.7609246444384
FDX25,OUT045,3081.9691960124837
NCR29,OUT046,906.694736075329
FDX43,OUT019,426.8768394511542
FDB04,OUT010,265.8783586477726
FDR49,OUT027,1126.7903387115257
FDS39,OUT018,1743.8491385999212
FDW58,OUT045,1387.5917776663582
FDG22,OUT019,104.93959153147493
FDG31,OUT017,1075.2197359933532
NCV53,OUT027,6472.232137551204
DRJ37,OUT035,2560.382382001388
FDV07,OUT035,1739.497551752084
