Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_DT
NCQ05,OUT018,2432.6625807321766
FDW47,OUT035,1892.0661445161286
FDV46,OUT035,2117.4513803278655
NCP29,OUT045,1068.506765834932
FDE09,OUT018,1673.9839872860634
NCU06,OUT027,5041.82149744681
FDT19,OUT010,471.30684669117664
DRF15,OUT017,2432.6625807321766
DRI51,OUT013,2633.839843902438
NCX54,OUT013,1673.9839872860634
DRE01,OUT013,3549.850947508306
NCB07,OUT045,3011.5252991596612
FDU50,OUT035,1892.0661445161286
FDG40,OUT035,646.0888157894741
FDW10,OUT018,2843.5697892156873
FDX51,OUT013,3011.5252991596612
NCP17,OUT045,1068.506765834932
FDP21,OUT035,3190.643467582416
FDL04,OUT045,1673.9839872860634
FDV23,OUT013,2006.47074231975
FDF24,OUT046,1349.512904332131
FDH56,OUT027,2846.400822516556
FDB51,OUT049,1068.506765834932
FDI58,OUT027,2846.400822516556
FDR20,OUT013,790.3307954098356
FDC51,OUT018,2006.47074231975
FDB16,OUT027,2846.400822516556
FDE40,OUT049,1068.506765834932
NCM17,OUT035,790.3307954098356
FDU56,OUT035,3190.643467582416
FDS32,OUT019,207.13050352504638
FDX02,OUT049,3805.948604166664
FDT39,OUT027,5041.82149744681
FDE35,OUT017,1068.506765834932
NCI42,OUT019,471.30684669117664
DRL23,OUT046,1673.9839872860634
FDA10,OUT046,2117.4513803278655
FDA11,OUT013,1559.9736407643309
NCM06,OUT046,2432.6625807321766
NCT05,OUT035,4125.174474540679
NCQ02,OUT010,471.30684669117664
NCY06,OUT049,2117.4513803278655
FDY56,OUT035,3805.948604166664
FDL02,OUT035,1673.9839872860634
NCI06,OUT035,2843.5697892156873
FDQ14,OUT045,2432.6625807321766
FDQ12,OUT017,3805.948604166664
FDP36,OUT046,790.3307954098356
FDK21,OUT027,5041.82149744681
FDO40,OUT045,2432.6625807321766
NCK54,OUT019,207.13050352504638
FDY09,OUT018,2843.5697892156873
NCW30,OUT049,4125.174474540679
NCC55,OUT027,646.0888157894741
FDE58,OUT018,1892.0661445161286
FDR39,OUT013,3190.643467582416
FDU28,OUT049,3190.643467582416
FDH08,OUT017,3805.948604166664
FDG35,OUT045,2843.5697892156873
FDG22,OUT049,646.0888157894741
FDC34,OUT035,2633.839843902438
FDP15,OUT018,4125.174474540679
FDK34,OUT010,471.30684669117664
FDU45,OUT035,1892.0661445161286
FDQ04,OUT027,646.0888157894741
FDX22,OUT018,3805.948604166664
FDB45,OUT017,1673.9839872860634
NCH43,OUT027,5041.82149744681
DRE60,OUT046,3549.850947508306
FDD17,OUT027,5041.82149744681
NCM54,OUT017,2117.4513803278655
NCH55,OUT013,2117.4513803278655
NCT06,OUT017,2633.839843902438
FDA48,OUT027,5041.82149744681
FDY58,OUT027,5041.82149744681
FDO25,OUT045,3549.850947508306
FDN50,OUT045,1559.9736407643309
FDH35,OUT035,2633.839843902438
FDK09,OUT045,3549.850947508306
FDO16,OUT013,1349.512904332131
FDW11,OUT045,1068.506765834932
FDU47,OUT027,2846.400822516556
NCQ42,OUT010,207.13050352504638
FDK55,OUT027,2846.400822516556
FDN08,OUT049,1892.0661445161286
FDT57,OUT045,3805.948604166664
FDJ12,OUT018,3805.948604166664
DRL59,OUT017,790.3307954098356
NCN53,OUT046,646.0888157894741
FDO51,OUT010,207.13050352504638
FDK56,OUT017,3190.643467582416
FDY12,OUT035,1068.506765834932
FDU15,OUT035,646.0888157894741
FDQ19,OUT046,3805.948604166664
DRF15,OUT045,2432.6625807321766
DRE25,OUT019,207.13050352504638
FDK57,OUT018,1892.0661445161286
FDD33,OUT010,471.30684669117664
FDR34,OUT027,5041.82149744681
FDU04,OUT045,2006.47074231975
FDE35,OUT019,207.13050352504638
NCD31,OUT035,2633.839843902438
FDJ56,OUT035,1559.9736407643309
NCU53,OUT046,2633.839843902438
FDD39,OUT035,3549.850947508306
NCU17,OUT019,207.13050352504638
FDJ20,OUT046,2117.4513803278655
NCW41,OUT018,2633.839843902438
FDL52,OUT035,646.0888157894741
FDS39,OUT035,2006.47074231975
DRJ47,OUT045,2843.5697892156873
FDP13,OUT010,207.13050352504638
DRK39,OUT010,207.13050352504638
FDF28,OUT010,207.13050352504638
FDB09,OUT045,2117.4513803278655
FDM51,OUT046,1559.9736407643309
DRM49,OUT018,790.3307954098356
DRF23,OUT013,2843.5697892156873
DRH01,OUT035,2843.5697892156873
FDH12,OUT027,2846.400822516556
FDA28,OUT019,207.13050352504638
FDW37,OUT018,1349.512904332131
FDF02,OUT046,1673.9839872860634
DRL37,OUT046,646.0888157894741
NCF43,OUT046,2006.47074231975
FDH08,OUT010,471.30684669117664
FDR34,OUT019,471.30684669117664
NCK19,OUT049,3011.5252991596612
NCD55,OUT018,646.0888157894741
FDT27,OUT049,3549.850947508306
FDQ57,OUT045,2432.6625807321766
FDA47,OUT035,2633.839843902438
DRG15,OUT027,1068.506765834932
FDE05,OUT018,2432.6625807321766
FDN46,OUT046,1559.9736407643309
FDX27,OUT027,2846.400822516556
FDT51,OUT045,1673.9839872860634
FDU33,OUT013,790.3307954098356
FDJ16,OUT027,1068.506765834932
FDD20,OUT019,207.13050352504638
FDT36,OUT049,646.0888157894741
DRF15,OUT027,5041.82149744681
FDN52,OUT010,207.13050352504638
FDC22,OUT027,5041.82149744681
FDX15,OUT045,2633.839843902438
FDT13,OUT013,3190.643467582416
FDU04,OUT017,2006.47074231975
FDU31,OUT019,471.30684669117664
FDW59,OUT027,2846.400822516556
NCO29,OUT046,2633.839843902438
FDL15,OUT035,2432.6625807321766
FDI41,OUT049,2432.6625807321766
FDQ48,OUT049,1559.9736407643309
DRI39,OUT013,1068.506765834932
FDI08,OUT013,4125.174474540679
FDC21,OUT049,1673.9839872860634
FDF58,OUT035,1068.506765834932
FDS08,OUT010,471.30684669117664
FDE47,OUT045,2117.4513803278655
NCP18,OUT019,471.30684669117664
NCR41,OUT013,1559.9736407643309
FDA27,OUT013,4125.174474540679
FDA43,OUT035,3011.5252991596612
FDA49,OUT045,1349.512904332131
NCE55,OUT018,2843.5697892156873
DRM49,OUT027,790.3307954098356
FDF22,OUT027,5041.82149744681
FDQ15,OUT018,1349.512904332131
NCS54,OUT017,2843.5697892156873
NCY05,OUT013,646.0888157894741
FDR45,OUT046,3805.948604166664
FDK57,OUT049,2006.47074231975
FDF41,OUT010,471.30684669117664
FDV21,OUT046,2006.47074231975
FDD51,OUT046,790.3307954098356
FDF33,OUT046,1673.9839872860634
FDA38,OUT046,3805.948604166664
FDR56,OUT045,3011.5252991596612
NCN41,OUT017,2117.4513803278655
FDC60,OUT027,2846.400822516556
FDB47,OUT045,3549.850947508306
DRH01,OUT013,2843.5697892156873
FDW08,OUT046,1673.9839872860634
FDF38,OUT027,646.0888157894741
FDY32,OUT017,2633.839843902438
FDG34,OUT049,1673.9839872860634
FDG47,OUT019,471.30684669117664
NCF18,OUT035,3190.643467582416
FDL39,OUT019,471.30684669117664
NCH55,OUT035,2117.4513803278655
DRJ35,OUT049,1068.506765834932
FDS44,OUT035,3549.850947508306
DRE01,OUT018,3549.850947508306
FDY39,OUT013,3190.643467582416
FDY32,OUT018,2633.839843902438
FDR33,OUT027,2846.400822516556
NCP50,OUT049,1349.512904332131
FDZ47,OUT018,1559.9736407643309
FDU57,OUT049,2432.6625807321766
FDY44,OUT013,3011.5252991596612
DRH59,OUT018,1068.506765834932
FDB03,OUT027,5041.82149744681
FDY46,OUT045,3190.643467582416
FDM39,OUT045,2843.5697892156873
FDY36,OUT035,1068.506765834932
NCM55,OUT035,3190.643467582416
FDJ50,OUT010,207.13050352504638
DRL60,OUT013,2432.6625807321766
NCJ54,OUT049,3805.948604166664
FDX59,OUT017,646.0888157894741
FDI07,OUT013,3011.5252991596612
DRF51,OUT010,207.13050352504638
FDM14,OUT017,1673.9839872860634
FDP21,OUT045,3190.643467582416
FDE40,OUT035,1068.506765834932
FDE05,OUT035,2432.6625807321766
FDM13,OUT027,2846.400822516556
FDC34,OUT027,5041.82149744681
NCI55,OUT018,2117.4513803278655
NCE43,OUT018,2633.839843902438
FDW58,OUT018,1673.9839872860634
FDG60,OUT045,3805.948604166664
FDV31,OUT017,2843.5697892156873
FDR47,OUT013,3011.5252991596612
FDM60,OUT019,207.13050352504638
NCF06,OUT018,4125.174474540679
NCN26,OUT027,2846.400822516556
FDQ59,OUT049,1349.512904332131
FDF09,OUT046,646.0888157894741
NCS06,OUT017,4125.174474540679
FDT44,OUT046,1892.0661445161286
FDI19,OUT017,3805.948604166664
FDT22,OUT017,1068.506765834932
NCF54,OUT027,5041.82149744681
DRG25,OUT045,3190.643467582416
FDB59,OUT017,3011.5252991596612
FDQ37,OUT017,3011.5252991596612
FDP56,OUT035,790.3307954098356
FDW44,OUT035,2843.5697892156873
FDJ26,OUT010,471.30684669117664
FDU43,OUT018,3805.948604166664
FDW33,OUT045,1673.9839872860634
NCX53,OUT027,2846.400822516556
FDN56,OUT010,471.30684669117664
DRF15,OUT049,2432.6625807321766
FDO33,OUT017,1892.0661445161286
FDZ39,OUT010,207.13050352504638
NCJ19,OUT017,1068.506765834932
FDU01,OUT035,3190.643467582416
FDT12,OUT035,3805.948604166664
NCM18,OUT018,1068.506765834932
FDP19,OUT017,2006.47074231975
NCR42,OUT049,646.0888157894741
FDN10,OUT046,1892.0661445161286
FDG44,OUT017,1068.506765834932
FDQ10,OUT046,2843.5697892156873
DRH13,OUT049,1673.9839872860634
FDT52,OUT013,3805.948604166664
FDM56,OUT045,1673.9839872860634
NCO43,OUT010,207.13050352504638
NCV29,OUT035,2843.5697892156873
NCF06,OUT013,4125.174474540679
FDO50,OUT035,1349.512904332131
FDT59,OUT013,3805.948604166664
FDX40,OUT027,646.0888157894741
FDE50,OUT017,3190.643467582416
FDX51,OUT017,3011.5252991596612
NCD30,OUT018,1559.9736407643309
FDK15,OUT013,1559.9736407643309
FDL12,OUT045,1068.506765834932
FDK46,OUT017,4125.174474540679
DRH49,OUT010,207.13050352504638
FDQ57,OUT046,2432.6625807321766
FDY59,OUT017,1349.512904332131
FDO09,OUT018,4125.174474540679
NCG30,OUT035,2117.4513803278655
FDM09,OUT017,2633.839843902438
NCN17,OUT027,2846.400822516556
NCS42,OUT013,1349.512904332131
FDD02,OUT019,207.13050352504638
FDE34,OUT013,3190.643467582416
FDU38,OUT045,3011.5252991596612
FDB33,OUT046,2633.839843902438
NCJ29,OUT017,1349.512904332131
FDZ27,OUT035,790.3307954098356
FDI40,OUT013,1559.9736407643309
FDG22,OUT013,646.0888157894741
FDT51,OUT017,1673.9839872860634
FDF20,OUT018,3011.5252991596612
FDV50,OUT035,2117.4513803278655
FDT02,OUT049,646.0888157894741
DRC49,OUT017,2432.6625807321766
FDF26,OUT049,2432.6625807321766
FDV52,OUT035,1892.0661445161286
FDX59,OUT049,646.0888157894741
FDV25,OUT035,3805.948604166664
FDW23,OUT027,646.0888157894741
FDE53,OUT018,1673.9839872860634
FDA19,OUT017,2006.47074231975
FDH22,OUT046,2006.47074231975
NCO41,OUT013,1559.9736407643309
FDX12,OUT017,3805.948604166664
FDF17,OUT013,3011.5252991596612
FDS11,OUT045,3805.948604166664
FDR51,OUT035,2432.6625807321766
FDT49,OUT010,207.13050352504638
FDC56,OUT013,2006.47074231975
FDR13,OUT027,2846.400822516556
FDQ60,OUT035,2006.47074231975
FDN38,OUT049,4125.174474540679
NCL29,OUT013,2633.839843902438
FDO13,OUT027,5041.82149744681
FDE26,OUT018,2432.6625807321766
FDA31,OUT010,471.30684669117664
FDX14,OUT035,1068.506765834932
FDA34,OUT045,2843.5697892156873
FDF26,OUT013,2432.6625807321766
FDE38,OUT045,2633.839843902438
DRI11,OUT046,1892.0661445161286
FDQ60,OUT027,2846.400822516556
FDL21,OUT027,646.0888157894741
DRC12,OUT027,5041.82149744681
FDC47,OUT046,3549.850947508306
FDE57,OUT045,2006.47074231975
FDT14,OUT045,2006.47074231975
NCZ53,OUT046,3190.643467582416
FDE28,OUT018,3549.850947508306
FDR19,OUT035,2432.6625807321766
NCF54,OUT019,471.30684669117664
FDZ08,OUT046,1349.512904332131
NCJ05,OUT018,2432.6625807321766
FDF59,OUT046,2006.47074231975
NCO05,OUT035,1559.9736407643309
FDW24,OUT018,790.3307954098356
NCX42,OUT018,2633.839843902438
NCA53,OUT035,790.3307954098356
FDI45,OUT019,471.30684669117664
FDG46,OUT046,1892.0661445161286
FDM20,OUT010,471.30684669117664
FDW11,OUT010,207.13050352504638
FDX08,OUT035,2843.5697892156873
NCK17,OUT035,646.0888157894741
FDK32,OUT018,2432.6625807321766
NCA42,OUT035,2633.839843902438
DRI01,OUT035,2843.5697892156873
NCL55,OUT049,4125.174474540679
DRE25,OUT018,1559.9736407643309
FDD14,OUT017,3190.643467582416
FDB10,OUT046,3549.850947508306
DRN11,OUT035,2432.6625807321766
FDP38,OUT018,790.3307954098356
NCA30,OUT017,3190.643467582416
FDT15,OUT017,3190.643467582416
NCP55,OUT018,1068.506765834932
FDF12,OUT035,2432.6625807321766
FDM21,OUT018,4125.174474540679
FDX56,OUT035,3549.850947508306
FDF10,OUT017,2432.6625807321766
FDT32,OUT045,3190.643467582416
FDM51,OUT018,1559.9736407643309
NCR50,OUT018,2432.6625807321766
FDI19,OUT049,3805.948604166664
FDX21,OUT017,1673.9839872860634
FDR31,OUT035,2432.6625807321766
FDY02,OUT013,4125.174474540679
NCA29,OUT045,2843.5697892156873
NCX17,OUT046,3549.850947508306
FDM12,OUT045,3011.5252991596612
FDI53,OUT027,5041.82149744681
NCU30,OUT049,2633.839843902438
FDC56,OUT027,2846.400822516556
FDK27,OUT018,2006.47074231975
NCK18,OUT017,2633.839843902438
FDB52,OUT019,471.30684669117664
DRG25,OUT027,5041.82149744681
FDZ13,OUT049,790.3307954098356
FDB57,OUT019,471.30684669117664
FDR40,OUT046,1349.512904332131
NCO14,OUT019,207.13050352504638
NCN19,OUT045,3011.5252991596612
FDQ28,OUT019,471.30684669117664
FDO13,OUT018,2633.839843902438
FDK48,OUT013,1349.512904332131
FDU07,OUT018,2432.6625807321766
FDW20,OUT046,2117.4513803278655
FDV12,OUT010,207.13050352504638
FDH24,OUT013,2633.839843902438
FDV59,OUT049,3805.948604166664
FDK57,OUT045,2006.47074231975
FDL16,OUT027,790.3307954098356
NCQ17,OUT046,2432.6625807321766
FDJ15,OUT018,3190.643467582416
FDX24,OUT049,1349.512904332131
FDT47,OUT046,1559.9736407643309
FDT10,OUT049,1068.506765834932
FDZ37,OUT018,1349.512904332131
FDW43,OUT027,5041.82149744681
DRN36,OUT017,1559.9736407643309
FDJ14,OUT045,1349.512904332131
FDA32,OUT013,3805.948604166664
FDJ38,OUT019,471.30684669117664
FDQ57,OUT017,2432.6625807321766
NCQ41,OUT019,471.30684669117664
FDG56,OUT049,1068.506765834932
DRC13,OUT027,2846.400822516556
FDV55,OUT035,2432.6625807321766
FDQ49,OUT045,2633.839843902438
FDE29,OUT010,207.13050352504638
FDR03,OUT013,3805.948604166664
FDD45,OUT049,1349.512904332131
FDN38,OUT010,471.30684669117664
FDT56,OUT046,1068.506765834932
FDT48,OUT045,3011.5252991596612
FDU03,OUT049,3190.643467582416
FDC56,OUT010,207.13050352504638
NCO43,OUT027,2846.400822516556
FDQ27,OUT017,1559.9736407643309
FDR03,OUT046,3805.948604166664
DRH23,OUT010,207.13050352504638
FDG22,OUT045,646.0888157894741
NCJ42,OUT013,1673.9839872860634
FDR24,OUT046,1349.512904332131
FDW60,OUT035,2843.5697892156873
FDJ08,OUT013,3190.643467582416
DRL59,OUT018,790.3307954098356
FDG60,OUT010,471.30684669117664
FDW27,OUT017,2432.6625807321766
FDX14,OUT018,1349.512904332131
FDC20,OUT013,1068.506765834932
NCS29,OUT018,4125.174474540679
FDJ56,OUT046,1559.9736407643309
FDB20,OUT019,207.13050352504638
FDL28,OUT027,5041.82149744681
FDW01,OUT018,2432.6625807321766
FDL03,OUT046,3011.5252991596612
FDX22,OUT049,3805.948604166664
FDJ21,OUT035,2432.6625807321766
FDR31,OUT045,2432.6625807321766
FDG21,OUT035,2432.6625807321766
FDS22,OUT027,646.0888157894741
FDK08,OUT035,1559.9736407643309
FDE17,OUT018,2432.6625807321766
NCN30,OUT017,1559.9736407643309
FDT50,OUT046,1559.9736407643309
NCX42,OUT049,2633.839843902438
FDJ12,OUT035,3805.948604166664
NCA18,OUT027,2846.400822516556
FDP23,OUT019,471.30684669117664
FDX12,OUT013,3805.948604166664
FDN40,OUT018,2432.6625807321766
FDV48,OUT035,1349.512904332131
NCY54,OUT013,2843.5697892156873
FDL16,OUT010,207.13050352504638
FDR45,OUT018,3805.948604166664
FDJ52,OUT046,2633.839843902438
DRG01,OUT017,1349.512904332131
FDP52,OUT013,3549.850947508306
FDU58,OUT017,3190.643467582416
FDL02,OUT045,1673.9839872860634
FDG28,OUT013,3805.948604166664
FDA19,OUT035,2006.47074231975
FDW46,OUT027,1068.506765834932
NCD43,OUT049,1673.9839872860634
DRG39,OUT013,790.3307954098356
NCF55,OUT049,646.0888157894741
FDJ07,OUT046,1892.0661445161286
FDE08,OUT046,2432.6625807321766
FDP56,OUT019,207.13050352504638
FDT45,OUT045,1068.506765834932
FDF17,OUT018,3011.5252991596612
FDX44,OUT046,1349.512904332131
FDM28,OUT027,5041.82149744681
FDI36,OUT049,3011.5252991596612
FDS07,OUT045,1892.0661445161286
FDD36,OUT045,1892.0661445161286
FDW11,OUT046,1068.506765834932
FDN40,OUT049,2432.6625807321766
NCQ18,OUT049,1559.9736407643309
NCQ54,OUT017,2633.839843902438
NCS42,OUT045,1349.512904332131
DRH39,OUT010,207.13050352504638
FDC09,OUT027,2846.400822516556
FDT08,OUT010,471.30684669117664
FDC08,OUT035,3805.948604166664
FDT20,OUT017,646.0888157894741
FDS35,OUT035,1068.506765834932
FDX58,OUT018,3190.643467582416
FDW58,OUT046,1673.9839872860634
DRD27,OUT046,1559.9736407643309
FDH32,OUT019,207.13050352504638
FDS26,OUT035,4125.174474540679
FDQ31,OUT046,1349.512904332131
FDP11,OUT018,3549.850947508306
FDD58,OUT017,1559.9736407643309
FDM33,OUT045,3549.850947508306
FDZ16,OUT049,3011.5252991596612
NCS29,OUT010,471.30684669117664
NCM18,OUT019,207.13050352504638
FDP11,OUT049,3549.850947508306
NCC42,OUT017,2117.4513803278655
DRM23,OUT046,2843.5697892156873
NCN55,OUT027,5041.82149744681
FDK46,OUT013,4125.174474540679
FDR01,OUT046,3011.5252991596612
NCA05,OUT045,2432.6625807321766
NCP43,OUT017,2843.5697892156873
FDR12,OUT010,471.30684669117664
FDQ01,OUT013,4125.174474540679
FDM13,OUT046,2006.47074231975
FDQ19,OUT017,3805.948604166664
FDK56,OUT019,471.30684669117664
NCX06,OUT010,471.30684669117664
FDO56,OUT027,2846.400822516556
FDU45,OUT045,1892.0661445161286
FDI16,OUT019,207.13050352504638
FDL32,OUT046,1892.0661445161286
FDA07,OUT046,2006.47074231975
FDA14,OUT045,2432.6625807321766
FDV46,OUT027,2846.400822516556
NCO07,OUT035,3805.948604166664
NCP41,OUT046,1673.9839872860634
FDY60,OUT018,2006.47074231975
FDN38,OUT017,4125.174474540679
FDO15,OUT046,1068.506765834932
FDT60,OUT013,2006.47074231975
FDA55,OUT035,3805.948604166664
FDE02,OUT010,207.13050352504638
DRJ39,OUT049,3805.948604166664
FDV34,OUT035,1068.506765834932
FDS20,OUT027,5041.82149744681
FDF02,OUT027,2846.400822516556
FDW40,OUT017,2117.4513803278655
NCB43,OUT046,3190.643467582416
FDR58,OUT017,1349.512904332131
DRJ59,OUT035,646.0888157894741
NCD30,OUT017,1559.9736407643309
FDE14,OUT017,1559.9736407643309
FDC28,OUT018,1673.9839872860634
FDU16,OUT018,1349.512904332131
NCD19,OUT035,1068.506765834932
FDU21,OUT046,646.0888157894741
FDV59,OUT027,5041.82149744681
FDU03,OUT045,3190.643467582416
FDC33,OUT010,471.30684669117664
NCR42,OUT035,646.0888157894741
DRH59,OUT035,1068.506765834932
NCM31,OUT035,2006.47074231975
FDS50,OUT035,3805.948604166664
FDP39,OUT046,1068.506765834932
FDQ55,OUT013,1892.0661445161286
FDV36,OUT019,207.13050352504638
FDI05,OUT027,2846.400822516556
FDS45,OUT027,2846.400822516556
FDA39,OUT045,646.0888157894741
FDC37,OUT010,207.13050352504638
FDJ60,OUT027,5041.82149744681
DRQ35,OUT046,2006.47074231975
NCJ06,OUT046,1892.0661445161286
NCY42,OUT018,2432.6625807321766
DRM37,OUT049,3011.5252991596612
FDR14,OUT045,790.3307954098356
FDE51,OUT049,790.3307954098356
FDT33,OUT017,2633.839843902438
FDR08,OUT013,1892.0661445161286
FDE36,OUT010,471.30684669117664
FDL22,OUT019,207.13050352504638
FDR44,OUT013,2006.47074231975
FDI56,OUT019,207.13050352504638
FDE47,OUT010,207.13050352504638
FDV27,OUT010,207.13050352504638
FDV10,OUT049,646.0888157894741
FDC40,OUT045,1349.512904332131
NCX41,OUT013,3805.948604166664
NCQ38,OUT027,2846.400822516556
FDV12,OUT027,2846.400822516556
FDE52,OUT017,1349.512904332131
FDG20,OUT027,5041.82149744681
FDV16,OUT027,646.0888157894741
FDI32,OUT017,1892.0661445161286
FDJ32,OUT049,1068.506765834932
FDN39,OUT018,2633.839843902438
FDY34,OUT017,2633.839843902438
FDC14,OUT035,646.0888157894741
FDA55,OUT017,3805.948604166664
FDZ50,OUT010,471.30684669117664
DRG13,OUT049,2633.839843902438
FDP01,OUT013,2432.6625807321766
NCG54,OUT017,2843.5697892156873
FDM13,OUT045,2006.47074231975
NCO18,OUT027,5041.82149744681
NCW41,OUT013,2432.6625807321766
FDM52,OUT027,5041.82149744681
NCF55,OUT035,646.0888157894741
FDT09,OUT046,2117.4513803278655
NCM19,OUT035,1673.9839872860634
FDW12,OUT018,2432.6625807321766
FDP15,OUT019,471.30684669117664
FDK36,OUT045,790.3307954098356
FDZ25,OUT035,2843.5697892156873
NCW06,OUT049,3011.5252991596612
FDW60,OUT046,2843.5697892156873
DRC49,OUT013,2432.6625807321766
NCT17,OUT035,3190.643467582416
NCN06,OUT018,2633.839843902438
FDC45,OUT013,2843.5697892156873
DRJ47,OUT019,471.30684669117664
NCF06,OUT045,4125.174474540679
FDE21,OUT010,207.13050352504638
DRG27,OUT013,646.0888157894741
FDW40,OUT049,2117.4513803278655
NCO53,OUT046,3190.643467582416
FDE23,OUT049,790.3307954098356
FDQ16,OUT046,1673.9839872860634
FDS26,OUT045,4125.174474540679
FDZ13,OUT010,207.13050352504638
FDS14,OUT049,2432.6625807321766
FDC10,OUT045,1892.0661445161286
FDY16,OUT049,3190.643467582416
FDJ20,OUT035,2117.4513803278655
FDV43,OUT035,646.0888157894741
FDZ32,OUT027,2846.400822516556
FDR23,OUT046,2843.5697892156873
FDN24,OUT035,1068.506765834932
FDE34,OUT027,5041.82149744681
FDU31,OUT013,3805.948604166664
FDW33,OUT018,1673.9839872860634
FDU26,OUT046,1892.0661445161286
FDE20,OUT027,5041.82149744681
NCW05,OUT035,1673.9839872860634
FDB22,OUT018,2432.6625807321766
FDO56,OUT046,1892.0661445161286
FDA19,OUT027,2846.400822516556
DRI39,OUT045,1068.506765834932
FDH52,OUT018,1068.506765834932
FDZ50,OUT035,3190.643467582416
NCN42,OUT035,2432.6625807321766
FDB53,OUT013,2432.6625807321766
DRG11,OUT017,1673.9839872860634
DRK11,OUT027,5041.82149744681
FDQ60,OUT017,2006.47074231975
FDT36,OUT017,646.0888157894741
DRG25,OUT018,3190.643467582416
DRJ23,OUT046,3011.5252991596612
FDG05,OUT035,2633.839843902438
NCK06,OUT018,2006.47074231975
FDU52,OUT017,2432.6625807321766
FDW07,OUT018,1349.512904332131
NCM17,OUT045,790.3307954098356
FDA22,OUT045,2633.839843902438
NCA41,OUT018,3011.5252991596612
FDF38,OUT035,646.0888157894741
FDH52,OUT046,1068.506765834932
FDY58,OUT019,471.30684669117664
FDZ16,OUT045,3011.5252991596612
NCM18,OUT017,1068.506765834932
FDA22,OUT018,2633.839843902438
NCJ43,OUT035,2843.5697892156873
FDI34,OUT027,5041.82149744681
FDG56,OUT046,1068.506765834932
FDS34,OUT046,1892.0661445161286
DRC01,OUT035,790.3307954098356
FDQ04,OUT035,646.0888157894741
FDK04,OUT035,1068.506765834932
FDT51,OUT049,1673.9839872860634
FDV26,OUT017,3011.5252991596612
FDS04,OUT049,2006.47074231975
FDW43,OUT018,3805.948604166664
FDQ28,OUT010,471.30684669117664
NCK06,OUT017,2006.47074231975
FDS23,OUT018,2006.47074231975
FDZ36,OUT019,471.30684669117664
FDE56,OUT018,1068.506765834932
FDW10,OUT027,5041.82149744681
NCN14,OUT045,3190.643467582416
NCQ18,OUT045,1559.9736407643309
FDW08,OUT017,1673.9839872860634
FDU43,OUT035,3805.948604166664
FDR33,OUT010,207.13050352504638
FDM24,OUT010,471.30684669117664
NCZ05,OUT046,1673.9839872860634
NCV41,OUT035,1892.0661445161286
FDV11,OUT018,2843.5697892156873
NCY05,OUT035,646.0888157894741
FDV44,OUT018,3190.643467582416
FDW32,OUT049,1349.512904332131
NCU18,OUT027,2846.400822516556
NCC43,OUT035,4125.174474540679
FDW19,OUT013,1673.9839872860634
FDN31,OUT035,3011.5252991596612
FDI48,OUT045,790.3307954098356
FDS24,OUT017,1349.512904332131
FDF46,OUT049,1892.0661445161286
DRG23,OUT017,2432.6625807321766
FDG14,OUT018,2432.6625807321766
NCY30,OUT049,2843.5697892156873
FDO28,OUT018,2006.47074231975
DRD24,OUT035,2117.4513803278655
FDI33,OUT049,1349.512904332131
FDN32,OUT046,3190.643467582416
FDR16,OUT045,3549.850947508306
FDF26,OUT046,2432.6625807321766
NCN29,OUT018,790.3307954098356
FDE20,OUT045,2633.839843902438
FDA46,OUT046,3011.5252991596612
FDU28,OUT045,3190.643467582416
FDQ48,OUT045,1559.9736407643309
FDV36,OUT013,2117.4513803278655
FDR14,OUT018,1068.506765834932
FDP23,OUT017,3805.948604166664
FDP56,OUT013,790.3307954098356
FDK48,OUT010,207.13050352504638
FDR48,OUT046,2432.6625807321766
NCY29,OUT049,1068.506765834932
FDM22,OUT018,1068.506765834932
DRJ01,OUT013,2633.839843902438
FDZ43,OUT045,3805.948604166664
FDV03,OUT035,2432.6625807321766
FDX11,OUT027,5041.82149744681
NCA41,OUT027,5041.82149744681
FDE38,OUT017,2633.839843902438
FDI27,OUT018,790.3307954098356
FDN32,OUT013,3190.643467582416
NCN43,OUT017,2006.47074231975
FDB47,OUT027,5041.82149744681
FDV03,OUT017,2432.6625807321766
NCN30,OUT045,1559.9736407643309
NCV54,OUT010,207.13050352504638
FDV07,OUT013,1673.9839872860634
FDP07,OUT049,3011.5252991596612
FDK48,OUT018,1068.506765834932
FDM15,OUT019,471.30684669117664
FDY19,OUT027,2846.400822516556
FDK46,OUT046,4125.174474540679
FDY11,OUT045,1068.506765834932
FDH09,OUT046,790.3307954098356
FDO08,OUT027,5041.82149744681
FDU14,OUT013,4125.174474540679
FDD22,OUT027,2846.400822516556
FDM27,OUT017,2633.839843902438
FDL02,OUT027,2846.400822516556
NCA17,OUT035,2432.6625807321766
FDE38,OUT019,471.30684669117664
NCG07,OUT049,3190.643467582416
DRC27,OUT013,3805.948604166664
FDA27,OUT035,4125.174474540679
FDW40,OUT045,2117.4513803278655
DRI11,OUT013,1892.0661445161286
FDN50,OUT046,1559.9736407643309
FDR12,OUT046,2843.5697892156873
FDT34,OUT027,2846.400822516556
FDW11,OUT035,1068.506765834932
NCO30,OUT027,5041.82149744681
FDZ34,OUT017,3011.5252991596612
FDU45,OUT017,1892.0661445161286
NCD42,OUT035,646.0888157894741
FDX25,OUT045,3190.643467582416
NCR29,OUT046,1068.506765834932
